#EEP   M/Mo    LogTeff  LogG   LogL/Lo F435W   F475W   F502N   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W   F850LP  
  33  0.355076  3.6340  4.8928 -1.4153 10.0738  9.5700  9.3050  8.7504  8.9574  8.5539  8.2757  7.9628  8.0364  7.6758  7.5851  7.3545
  34  0.365700  3.6402  4.8788 -1.3636  9.8727  9.3804  9.1103  8.5845  8.7843  8.3960  8.1250  7.8184  7.8903  7.5422  7.4545  7.2307
  35  0.375001  3.6463  4.8672 -1.3167  9.6856  9.2045  8.9305  8.4314  8.6243  8.2507  7.9869  7.6871  7.7570  7.4212  7.3364  7.1194
  36  0.384347  3.6529  4.8565 -1.2689  9.4907  9.0218  8.7450  8.2735  8.4589  8.1012  7.8453  7.5533  7.6208  7.2980  7.2163  7.0067
  37  0.394717  3.6605  4.8458 -1.2161  9.2741  8.8199  8.5412  8.1005  8.2767  7.9365  7.6899  7.4067  7.4713  7.1622  7.0840  6.8824
  38  0.406963  3.6698  4.8345 -1.1545  9.0229  8.5866  8.3091  7.9006  8.0663  7.7455  7.5096  7.2366  7.2978  7.0038  6.9295  6.7376
  39  0.420566  3.6810  4.8246 -1.0855  8.7394  8.3260  8.0529  7.6794  7.8325  7.5336  7.3101  7.0486  7.1058  6.8288  6.7589  6.5778
  40  0.433669  3.6922  4.8165 -1.0192  8.4698  8.0808  7.8174  7.4712  7.6131  7.3336  7.1216  6.8703  6.9246  6.6633  6.5977  6.4273
  41  0.445363  3.7019  4.8090 -0.9614  8.2433  7.8767  7.6251  7.2974  7.4307  7.1652  6.9619  6.7125  6.7689  6.5209  6.4587  6.2969
  42  0.455407  3.7097  4.8019 -0.9132  8.0607  7.7132  7.4715  7.1567  7.2840  7.0288  6.8319  6.5883  6.6431  6.4041  6.3444  6.1894
  43  0.463839  3.7162  4.7956 -0.8732  7.9121  7.5807  7.3485  7.0425  7.1654  6.9180  6.7260  6.4869  6.5406  6.3086  6.2510  6.1013
  44  0.471886  3.7222  4.7894 -0.8354  7.7738  7.4575  7.2343  6.9361  7.0552  6.8149  6.6274  6.3922  6.4449  6.2197  6.1639  6.0191
  45  0.480689  3.7287  4.7825 -0.7946  7.6279  7.3274  7.1137  6.8236  6.9388  6.7058  6.5229  6.2921  6.3438  6.1253  6.0715  5.9318
  46  0.490849  3.7358  4.7740 -0.7484  7.4654  7.1822  6.9789  6.6978  6.8088  6.5837  6.4061  6.1803  6.2307  6.0200  5.9683  5.8342
  47  0.502389  3.7437  4.7634 -0.6964  7.2875  7.0222  6.8300  6.5585  6.6652  6.4488  6.2767  6.0566  6.1052  5.9030  5.8537  5.7256
  48  0.514304  3.7514  4.7509 -0.6429  7.1103  6.8620  6.6811  6.4182  6.5208  6.3124  6.1456  5.9309  5.9781  5.7838  5.7366  5.6142
  49  0.525243  3.7582  4.7386 -0.5941  6.9524  6.7184  6.5471  6.2916  6.3907  6.1893  6.0271  5.8172  5.8631  5.6757  5.6305  5.5131
  50  0.534842  3.7640  4.7273 -0.5516  6.8176  6.5949  6.4312  6.1821  6.2783  6.0827  5.9244  5.7187  5.7634  5.5819  5.5383  5.4252
  51  0.543191  3.7690  4.7174 -0.5150  6.7030  6.4893  6.3315  6.0882  6.1819  5.9912  5.8363  5.6340  5.6776  5.5013  5.4591  5.3497
  52  0.547794  3.7718  4.7120 -0.4949  6.6406  6.4317  6.2770  6.0369  6.1293  5.9413  5.7882  5.5879  5.6310  5.4574  5.4160  5.3085
  53  0.552352  3.7746  4.7068 -0.4751  6.5792  6.3751  6.2234  5.9864  6.0776  5.8924  5.7411  5.5429  5.5854  5.4144  5.3737  5.2683
  54  0.556864  3.7773  4.7018 -0.4556  6.5188  6.3193  6.1706  5.9367  6.0266  5.8441  5.6948  5.4987  5.5406  5.3722  5.3323  5.2288
  55  0.561333  3.7800  4.6968 -0.4363  6.4594  6.2641  6.1182  5.8876  5.9762  5.7965  5.6490  5.4553  5.4963  5.3307  5.2915  5.1900
  56  0.565772  3.7827  4.6920 -0.4172  6.4007  6.2097  6.0663  5.8391  5.9263  5.7493  5.6037  5.4124  5.4526  5.2897  5.2513  5.1518
  57  0.570175  3.7854  4.6873 -0.3983  6.3430  6.1560  6.0152  5.7911  5.8771  5.7028  5.5590  5.3701  5.4094  5.2492  5.2116  5.1140
  58  0.574546  3.7881  4.6826 -0.3797  6.2864  6.1032  5.9649  5.7438  5.8286  5.6568  5.5148  5.3281  5.3667  5.2090  5.1721  5.0765
  59  0.578888  3.7907  4.6779 -0.3612  6.2307  6.0512  5.9153  5.6971  5.7807  5.6114  5.4712  5.2865  5.3245  5.1692  5.1331  5.0393
  60  0.583192  3.7933  4.6731 -0.3429  6.1760  6.0000  5.8664  5.6510  5.7335  5.5665  5.4279  5.2453  5.2827  5.1298  5.0943  5.0024
  61  0.587464  3.7958  4.6683 -0.3248  6.1225  5.9496  5.8182  5.6054  5.6868  5.5221  5.3852  5.2045  5.2413  5.0906  5.0558  4.9657
  62  0.591690  3.7983  4.6634 -0.3070  6.0698  5.9001  5.7706  5.5605  5.6409  5.4784  5.3430  5.1644  5.2006  5.0521  5.0179  4.9295
  63  0.595875  3.8006  4.6583 -0.2893  6.0176  5.8510  5.7237  5.5163  5.5956  5.4355  5.3018  5.1256  5.1609  5.0145  4.9810  4.8942
  64  0.600003  3.8029  4.6530 -0.2720  5.9661  5.8027  5.6775  5.4728  5.5510  5.3933  5.2614  5.0879  5.1221  4.9778  4.9449  4.8598
  65  0.604068  3.8051  4.6475 -0.2549  5.9157  5.7553  5.6322  5.4301  5.5073  5.3519  5.2216  5.0507  5.0839  4.9415  4.9093  4.8259
  66  0.608066  3.8071  4.6419 -0.2381  5.8669  5.7090  5.5877  5.3880  5.4642  5.3109  5.1821  5.0134  5.0459  4.9054  4.8738  4.7919
  67  0.611994  3.8091  4.6363 -0.2217  5.8195  5.6639  5.5441  5.3466  5.4220  5.2705  5.1430  4.9761  5.0078  4.8693  4.8382  4.7578
  68  0.615857  3.8110  4.6305 -0.2055  5.7732  5.6198  5.5014  5.3058  5.3804  5.2307  5.1044  4.9392  4.9703  4.8335  4.8030  4.7240
  69  0.619658  3.8129  4.6247 -0.1896  5.7280  5.5765  5.4594  5.2656  5.3396  5.1914  5.0663  4.9027  4.9333  4.7982  4.7682  4.6905
  70  0.623401  3.8147  4.6188 -0.1739  5.6834  5.5338  5.4181  5.2262  5.2994  5.1529  5.0289  4.8671  4.8971  4.7634  4.7339  4.6576
  71  0.627084  3.8164  4.6129 -0.1585  5.6397  5.4919  5.3774  5.1873  5.2598  5.1149  4.9921  4.8320  4.8615  4.7292  4.7002  4.6251
  72  0.630714  3.8181  4.6070 -0.1434  5.5968  5.4507  5.3372  5.1490  5.2209  5.0774  4.9558  4.7974  4.8264  4.6954  4.6669  4.5930
  73  0.634298  3.8197  4.6010 -0.1284  5.5544  5.4100  5.2976  5.1112  5.1824  5.0405  4.9199  4.7632  4.7917  4.6620  4.6339  4.5613
  74  0.637833  3.8214  4.5951 -0.1136  5.5126  5.3698  5.2585  5.0738  5.1443  5.0039  4.8845  4.7294  4.7574  4.6290  4.6014  4.5299
  75  0.641325  3.8229  4.5891 -0.0990  5.4713  5.3301  5.2197  5.0369  5.1068  4.9678  4.8494  4.6960  4.7235  4.5964  4.5692  4.4989
  76  0.644778  3.8245  4.5832 -0.0845  5.4304  5.2908  5.1814  5.0003  5.0695  4.9320  4.8147  4.6629  4.6899  4.5641  4.5373  4.4682
  77  0.648192  3.8260  4.5773 -0.0702  5.3900  5.2518  5.1434  4.9641  5.0327  4.8966  4.7803  4.6302  4.6566  4.5321  4.5058  4.4378
  78  0.651570  3.8276  4.5715 -0.0560  5.3499  5.2133  5.1059  4.9281  4.9962  4.8615  4.7463  4.5980  4.6237  4.5005  4.4747  4.4078
  79  0.654882  3.8290  4.5657 -0.0420  5.3105  5.1753  5.0690  4.8927  4.9602  4.8269  4.7128  4.5661  4.5913  4.4694  4.4439  4.3782
  80  0.658133  3.8305  4.5598 -0.0282  5.2718  5.1379  5.0327  4.8578  4.9247  4.7928  4.6797  4.5347  4.5592  4.4386  4.4135  4.3489
  81  0.661335  3.8319  4.5539 -0.0146  5.2335  5.1010  4.9967  4.8233  4.8897  4.7591  4.6469  4.5036  4.5275  4.4081  4.3834  4.3199
  82  0.666070  3.8340  4.5452  0.0056  5.1768  5.0462  4.9432  4.7720  4.8376  4.7089  4.5982  4.4573  4.4805  4.3626  4.3386  4.2766
  83  0.670806  3.8361  4.5364  0.0258  5.1200  4.9912  4.8894  4.7206  4.7853  4.6586  4.5493  4.4109  4.4334  4.3170  4.2936  4.2331
  84  0.675550  3.8382  4.5276  0.0461  5.0629  4.9361  4.8353  4.6690  4.7329  4.6081  4.5003  4.3645  4.3862  4.2713  4.2485  4.1896
  85  0.680306  3.8403  4.5189  0.0665  5.0056  4.8806  4.7811  4.6171  4.6802  4.5574  4.4511  4.3179  4.3387  4.2256  4.2034  4.1461
  86  0.685074  3.8425  4.5104  0.0869  4.9480  4.8249  4.7266  4.5651  4.6273  4.5066  4.4017  4.2712  4.2911  4.1799  4.1583  4.1027
  87  0.689849  3.8448  4.5020  0.1074  4.8902  4.7690  4.6720  4.5128  4.5743  4.4556  4.3523  4.2245  4.2434  4.1343  4.1133  4.0594
  88  0.694628  3.8471  4.4938  0.1278  4.8322  4.7129  4.6172  4.4605  4.5211  4.4046  4.3029  4.1780  4.1960  4.0888  4.0685  4.0163
  89  0.699402  3.8495  4.4858  0.1482  4.7742  4.6567  4.5624  4.4082  4.4679  4.3536  4.2536  4.1318  4.1487  4.0434  4.0238  3.9735
  90  0.704183  3.8520  4.4782  0.1687  4.7159  4.6004  4.5075  4.3558  4.4146  4.3025  4.2043  4.0858  4.1015  3.9983  3.9793  3.9308
  91  0.708967  3.8545  4.4708  0.1892  4.6574  4.5438  4.4524  4.3033  4.3611  4.2515  4.1550  4.0399  4.0544  3.9532  3.9350  3.8884
  92  0.713710  3.8571  4.4637  0.2095  4.5991  4.4876  4.3975  4.2511  4.3080  4.2007  4.1061  3.9944  4.0077  3.9086  3.8911  3.8464
  93  0.718373  3.8597  4.4569  0.2296  4.5416  4.4319  4.3432  4.1994  4.2555  4.1505  4.0576  3.9493  3.9616  3.8644  3.8476  3.8048
  94  0.722929  3.8623  4.4503  0.2494  4.4848  4.3771  4.2897  4.1486  4.2037  4.1010  4.0100  3.9050  3.9163  3.8211  3.8050  3.7640
  95  0.727360  3.8649  4.4439  0.2689  4.4290  4.3232  4.2371  4.0987  4.1529  4.0525  3.9633  3.8618  3.8720  3.7788  3.7634  3.7242
  96  0.731651  3.8675  4.4377  0.2879  4.3742  4.2703  4.1856  4.0499  4.1031  4.0052  3.9177  3.8199  3.8291  3.7377  3.7230  3.6856
  97  0.735793  3.8701  4.4317  0.3066  4.3203  4.2184  4.1350  4.0022  4.0545  3.9590  3.8735  3.7799  3.7877  3.6981  3.6841  3.6485
  98  0.739786  3.8726  4.4260  0.3248  4.2674  4.1675  4.0854  3.9558  4.0071  3.9142  3.8308  3.7420  3.7484  3.6603  3.6470  3.6133
  99  0.743628  3.8751  4.4204  0.3426  4.2156  4.1177  4.0370  3.9105  3.9608  3.8706  3.7892  3.7052  3.7102  3.6236  3.6110  3.5792
 100  0.747321  3.8775  4.4150  0.3599  4.1650  4.0691  3.9896  3.8662  3.9155  3.8279  3.7486  3.6693  3.6728  3.5877  3.5758  3.5459
 101  0.750873  3.8799  4.4098  0.3769  4.1157  4.0217  3.9434  3.8230  3.8713  3.7861  3.7088  3.6339  3.6361  3.5526  3.5414  3.5132
 102  0.754314  3.8824  4.4048  0.3936  4.0677  3.9753  3.8982  3.7802  3.8277  3.7447  3.6691  3.5978  3.5988  3.5173  3.5067  3.4801
 103  0.757661  3.8848  4.4000  0.4099  4.0207  3.9298  3.8538  3.7380  3.7847  3.7037  3.6296  3.5612  3.5613  3.4820  3.4719  3.4469
 104  0.760922  3.8872  4.3955  0.4261  3.9744  3.8850  3.8102  3.6964  3.7424  3.6633  3.5908  3.5251  3.5242  3.4472  3.4377  3.4143
 105  0.764103  3.8897  4.3912  0.4420  3.9289  3.8409  3.7672  3.6554  3.7007  3.6235  3.5525  3.4895  3.4877  3.4131  3.4041  3.3822
 106  0.767212  3.8921  4.3869  0.4577  3.8841  3.7975  3.7249  3.6152  3.6598  3.5844  3.5150  3.4548  3.4521  3.3797  3.3713  3.3509
 107  0.770251  3.8945  4.3827  0.4732  3.8396  3.7547  3.6832  3.5759  3.6197  3.5465  3.4788  3.4221  3.4182  3.3479  3.3400  3.3212
 108  0.773219  3.8968  4.3784  0.4884  3.7959  3.7125  3.6422  3.5373  3.5803  3.5092  3.4433  3.3902  3.3851  3.3168  3.3094  3.2921
 109  0.776116  3.8991  4.3741  0.5034  3.7529  3.6711  3.6020  3.4995  3.5416  3.4727  3.4085  3.3591  3.3527  3.2863  3.2795  3.2636
 110  0.778928  3.9013  4.3697  0.5182  3.7107  3.6305  3.5625  3.4623  3.5037  3.4368  3.3743  3.3284  3.3210  3.2564  3.2501  3.2356
 111  0.781645  3.9034  4.3651  0.5327  3.6693  3.5907  3.5237  3.4259  3.4665  3.4016  3.3407  3.2982  3.2897  3.2269  3.2211  3.2079
 112  0.782860  3.9043  4.3631  0.5393  3.6506  3.5726  3.5061  3.4094  3.4496  3.3856  3.3254  3.2844  3.2755  3.2135  3.2079  3.1952
 113  0.784071  3.9053  4.3611  0.5460  3.6316  3.5544  3.4884  3.3927  3.4325  3.3695  3.3101  3.2706  3.2613  3.2001  3.1946  3.1826
 114  0.785279  3.9064  4.3592  0.5527  3.6124  3.5359  3.4704  3.3759  3.4154  3.3532  3.2946  3.2567  3.2469  3.1866  3.1814  3.1699
 115  0.786484  3.9074  4.3572  0.5595  3.5931  3.5173  3.4523  3.3590  3.3980  3.3368  3.2790  3.2426  3.2325  3.1730  3.1680  3.1571
 116  0.787685  3.9084  4.3551  0.5664  3.5736  3.4985  3.4340  3.3418  3.3805  3.3202  3.2632  3.2283  3.2178  3.1592  3.1544  3.1441
 117  0.788881  3.9095  4.3529  0.5733  3.5539  3.4795  3.4156  3.3245  3.3628  3.3034  3.2472  3.2139  3.2030  3.1452  3.1406  3.1308
 118  0.790072  3.9105  4.3505  0.5804  3.5340  3.4603  3.3969  3.3069  3.3448  3.2864  3.2310  3.1991  3.1878  3.1309  3.1265  3.1173
 119  0.791257  3.9115  4.3480  0.5875  3.5139  3.4410  3.3780  3.2891  3.3266  3.2692  3.2145  3.1841  3.1724  3.1164  3.1122  3.1035
 120  0.792438  3.9124  4.3453  0.5947  3.4937  3.4214  3.3589  3.2711  3.3082  3.2517  3.1977  3.1688  3.1568  3.1016  3.0976  3.0894
 121  0.793613  3.9134  4.3425  0.6020  3.4733  3.4017  3.3396  3.2528  3.2896  3.2340  3.1808  3.1533  3.1409  3.0866  3.0827  3.0751
 122  0.794783  3.9143  4.3395  0.6093  3.4527  3.3818  3.3202  3.2344  3.2709  3.2161  3.1636  3.1375  3.1247  3.0713  3.0677  3.0605
 123  0.795949  3.9152  4.3364  0.6168  3.4320  3.3617  3.3006  3.2158  3.2519  3.1980  3.1462  3.1215  3.1084  3.0558  3.0524  3.0457
 124  0.797108  3.9161  4.3331  0.6243  3.4111  3.3415  3.2809  3.1970  3.2328  3.1797  3.1287  3.1052  3.0917  3.0401  3.0368  3.0306
 125  0.798263  3.9170  4.3297  0.6319  3.3901  3.3211  3.2610  3.1781  3.2135  3.1612  3.1109  3.0887  3.0750  3.0242  3.0211  3.0153
 126  0.799413  3.9179  4.3261  0.6396  3.3690  3.3006  3.2409  3.1590  3.1941  3.1426  3.0930  3.0720  3.0579  3.0081  3.0051  2.9998
 127  0.800556  3.9187  4.3224  0.6473  3.3477  3.2800  3.2208  3.1397  3.1745  3.1238  3.0749  3.0551  3.0407  2.9917  2.9889  2.9840
 128  0.801692  3.9196  4.3185  0.6552  3.3263  3.2592  3.2004  3.1203  3.1547  3.1049  3.0566  3.0379  3.0232  2.9751  2.9724  2.9679
 129  0.802819  3.9204  4.3144  0.6631  3.3047  3.2383  3.1800  3.1007  3.1348  3.0858  3.0381  3.0205  3.0055  2.9583  2.9557  2.9516
 130  0.803938  3.9212  4.3101  0.6711  3.2830  3.2172  3.1594  3.0810  3.1148  3.0664  3.0194  3.0028  2.9876  2.9412  2.9388  2.9350
 131  0.805049  3.9219  4.3057  0.6792  3.2611  3.1959  3.1386  3.0611  3.0946  3.0469  3.0005  2.9849  2.9695  2.9239  2.9216  2.9181
 132  0.806148  3.9226  4.3008  0.6874  3.2391  3.1745  3.1176  3.0409  3.0741  3.0271  2.9813  2.9665  2.9509  2.9061  2.9038  2.9007
 133  0.807236  3.9233  4.2957  0.6957  3.2168  3.1528  3.0964  3.0205  3.0534  3.0070  2.9617  2.9477  2.9319  2.8879  2.8857  2.8828
 134  0.808314  3.9238  4.2902  0.7041  3.1944  3.1309  3.0750  2.9998  3.0324  2.9867  2.9419  2.9285  2.9126  2.8693  2.8672  2.8644
 135  0.809383  3.9244  4.2846  0.7126  3.1718  3.1089  3.0533  2.9789  3.0113  2.9661  2.9218  2.9091  2.8930  2.8504  2.8483  2.8458
 136  0.810441  3.9249  4.2786  0.7211  3.1491  3.0867  3.0315  2.9578  2.9899  2.9452  2.9014  2.8892  2.8730  2.8311  2.8291  2.8266
 137  0.811487  3.9254  4.2723  0.7298  3.1261  3.0642  3.0095  2.9364  2.9682  2.9241  2.8807  2.8690  2.8527  2.8114  2.8094  2.8070
 138  0.812522  3.9258  4.2657  0.7386  3.1029  3.0415  2.9871  2.9147  2.9463  2.9026  2.8597  2.8483  2.8319  2.7913  2.7893  2.7869
 139  0.813545  3.9261  4.2588  0.7475  3.0796  3.0186  2.9646  2.8927  2.9241  2.8808  2.8382  2.8272  2.8107  2.7707  2.7687  2.7664
 140  0.814554  3.9264  4.2515  0.7564  3.0560  2.9954  2.9418  2.8704  2.9015  2.8586  2.8164  2.8057  2.7891  2.7496  2.7476  2.7452
 141  0.815549  3.9266  4.2438  0.7655  3.0323  2.9720  2.9187  2.8477  2.8787  2.8361  2.7942  2.7836  2.7670  2.7280  2.7259  2.7235
 142  0.816528  3.9267  4.2357  0.7746  3.0084  2.9484  2.8953  2.8247  2.8555  2.8132  2.7715  2.7610  2.7444  2.7058  2.7037  2.7012
 143  0.817492  3.9268  4.2271  0.7839  2.9842  2.9245  2.8716  2.8013  2.8320  2.7898  2.7483  2.7379  2.7213  2.6831  2.6809  2.6782
 144  0.818439  3.9267  4.2181  0.7932  2.9599  2.9004  2.8476  2.7775  2.8081  2.7661  2.7247  2.7142  2.6976  2.6597  2.6574  2.6546
 145  0.819367  3.9266  4.2086  0.8026  2.9355  2.8760  2.8234  2.7533  2.7839  2.7419  2.7006  2.6899  2.6733  2.6357  2.6333  2.6302
 146  0.820277  3.9263  4.1985  0.8121  2.9108  2.8514  2.7988  2.7287  2.7593  2.7173  2.6759  2.6650  2.6485  2.6111  2.6086  2.6051
 147  0.821166  3.9259  4.1879  0.8217  2.8861  2.8266  2.7740  2.7038  2.7344  2.6923  2.6508  2.6394  2.6230  2.5857  2.5831  2.5793
 148  0.822035  3.9254  4.1766  0.8313  2.8613  2.8017  2.7489  2.6785  2.7091  2.6668  2.6252  2.6133  2.5970  2.5597  2.5569  2.5526
 149  0.822881  3.9248  4.1647  0.8410  2.8364  2.7765  2.7236  2.6528  2.6836  2.6409  2.5990  2.5864  2.5703  2.5329  2.5299  2.5252
 150  0.823704  3.9240  4.1521  0.8508  2.8115  2.7513  2.6982  2.6268  2.6578  2.6147  2.5724  2.5590  2.5431  2.5054  2.5022  2.4969
 151  0.824503  3.9230  4.1388  0.8606  2.7867  2.7261  2.6727  2.6006  2.6318  2.5882  2.5454  2.5309  2.5152  2.4772  2.4738  2.4677
 152  0.825277  3.9218  4.1247  0.8705  2.7621  2.7010  2.6471  2.5743  2.6057  2.5614  2.5180  2.5022  2.4868  2.4483  2.4445  2.4376
 153  0.826025  3.9205  4.1098  0.8804  2.7378  2.6760  2.6217  2.5478  2.5796  2.5343  2.4902  2.4728  2.4578  2.4186  2.4145  2.4067
 154  0.826746  3.9189  4.0939  0.8903  2.7139  2.6513  2.5965  2.5213  2.5535  2.5072  2.4622  2.4428  2.4282  2.3882  2.3837  2.3749
 155  0.827440  3.9171  4.0772  0.9002  2.6905  2.6270  2.5715  2.4949  2.5276  2.4800  2.4338  2.4122  2.3981  2.3571  2.3521  2.3421
 156  0.828105  3.9150  4.0594  0.9101  2.6679  2.6033  2.5470  2.4687  2.5019  2.4527  2.4053  2.3809  2.3675  2.3252  2.3198  2.3084
 157  0.828742  3.9127  4.0406  0.9200  2.6460  2.5801  2.5229  2.4425  2.4764  2.4254  2.3764  2.3489  2.3362  2.2924  2.2865  2.2738
 158  0.829349  3.9101  4.0206  0.9298  2.6249  2.5574  2.4990  2.4162  2.4509  2.3978  2.3471  2.3161  2.3042  2.2588  2.2523  2.2380
 159  0.829926  3.9072  3.9995  0.9396  2.6046  2.5353  2.4755  2.3899  2.4256  2.3701  2.3174  2.2824  2.2715  2.2243  2.2171  2.2011
 160  0.830474  3.9039  3.9771  0.9493  2.5851  2.5137  2.4524  2.3637  2.4005  2.3424  2.2874  2.2479  2.2382  2.1889  2.1810  2.1631
 161  0.830992  3.9003  3.9534  0.9589  2.5666  2.4930  2.4300  2.3379  2.3758  2.3149  2.2575  2.2130  2.2047  2.1529  2.1442  2.1241
 162  0.831366  3.8974  3.9348  0.9660  2.5534  2.4780  2.4136  2.3188  2.3577  2.2943  2.2350  2.1864  2.1794  2.1255  2.1161  2.0943
 163  0.831733  3.8942  3.9147  0.9733  2.5409  2.4634  2.3975  2.2996  2.3396  2.2735  2.2118  2.1587  2.1531  2.0967  2.0867  2.0628
 164  0.832094  3.8906  3.8930  0.9807  2.5291  2.4492  2.3816  2.2803  2.3214  2.2523  2.1882  2.1299  2.1258  2.0668  2.0559  2.0299
 165  0.832448  3.8865  3.8695  0.9883  2.5183  2.4357  2.3662  2.2610  2.3034  2.2308  2.1639  2.0999  2.0976  2.0355  2.0237  1.9952
 166  0.832795  3.8821  3.8443  0.9960  2.5086  2.4231  2.3515  2.2418  2.2858  2.2093  2.1392  2.0688  2.0684  2.0029  1.9901  1.9590
 167  0.833134  3.8773  3.8176  1.0037  2.5000  2.4113  2.3374  2.2230  2.2686  2.1879  2.1144  2.0369  2.0389  1.9696  1.9557  1.9215
 168  0.833464  3.8720  3.7889  1.0115  2.4929  2.4006  2.3241  2.2046  2.2519  2.1666  2.0894  2.0042  2.0089  1.9352  1.9201  1.8825
 169  0.833784  3.8663  3.7582  1.0194  2.4875  2.3911  2.3118  2.1866  2.2359  2.1455  2.0643  1.9711  1.9786  1.9001  1.8836  1.8423
 170  0.834094  3.8602  3.7263  1.0272  2.4834  2.3827  2.3003  2.1692  2.2206  2.1248  2.0393  1.9382  1.9483  1.8647  1.8468  1.8017
 171  0.834395  3.8538  3.6928  1.0351  2.4811  2.3757  2.2899  2.1524  2.2061  2.1045  2.0145  1.9045  1.9177  1.8288  1.8093  1.7599
 172  0.834687  3.8470  3.6578  1.0429  2.4809  2.3703  2.2809  2.1365  2.1926  2.0847  1.9899  1.8704  1.8869  1.7923  1.7711  1.7171
 173  0.834976  3.8401  3.6227  1.0507  2.4821  2.3658  2.2726  2.1209  2.1794  2.0652  1.9655  1.8371  1.8566  1.7560  1.7331  1.6744
 174  0.835264  3.8332  3.5873  1.0587  2.4835  2.3613  2.2638  2.1053  2.1664  2.0458  1.9412  1.8044  1.8272  1.7201  1.6955  1.6320
