#EEP   M/Mo    LogTeff  LogG   LogL/Lo F435W   F475W   F502N   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W   F850LP  
  28  0.280305  3.5873  4.9920 -1.8039 11.6210 11.0349 10.9120 10.0062 10.2837  9.7646  9.4352  9.0679  9.1353  8.6898  8.5745  8.2919
  29  0.284393  3.5878  4.9893 -1.7927 11.5850 11.0004 10.8759  9.9745 10.2512  9.7332  9.4043  9.0381  9.1056  8.6611  8.5462  8.2643
  30  0.289993  3.5886  4.9855 -1.7774 11.5363 10.9537 10.8272  9.9314 10.2070  9.6907  9.3625  8.9976  9.0654  8.6223  8.5078  8.2268
  31  0.299002  3.5899  4.9795 -1.7530 11.4569 10.8777 10.7478  9.8619 10.1356  9.6221  9.2951  8.9325  9.0007  8.5600  8.4463  8.1668
  32  0.367895  3.6061  4.8962 -1.5147 10.6451 10.1057  9.9340  9.1684  9.4183  8.9436  8.6328  8.2923  8.3644  7.9523  7.8473  7.5852
  33  0.379315  3.6101  4.8791 -1.4684 10.4797  9.9492  9.7697  9.0294  9.2742  8.8091  8.5025  8.1660  8.2386  7.8337  7.7307  7.4727
  34  0.390122  3.6143  4.8630 -1.4233 10.3152  9.7940  9.6072  8.8921  9.1317  8.6768  8.3745  8.0421  8.1150  7.7179  7.6169  7.3634
  35  0.402209  3.6196  4.8461 -1.3719 10.1233  9.6134  9.4188  8.7332  8.9666  8.5245  8.2279  7.9003  7.9732  7.5861  7.4876  7.2397
  36  0.414842  3.6261  4.8297 -1.3162  9.9057  9.4096  9.2070  8.5557  8.7818  8.3555  8.0660  7.7447  7.8172  7.4428  7.3475  7.1067
  37  0.427135  3.6333  4.8153 -1.2601  9.6754  9.1950  8.9849  8.3711  8.5889  8.1810  7.9000  7.5861  7.6579  7.2984  7.2068  6.9744
  38  0.438725  3.6408  4.8033 -1.2066  9.4483  8.9842  8.7675  8.1910  8.4003  8.0116  7.7396  7.4341  7.5042  7.1608  7.0731  6.8496
  39  0.449609  3.6481  4.7932 -1.1566  9.2334  8.7853  8.5632  8.0218  8.2228  7.8528  7.5899  7.2932  7.3606  7.0335  6.9496  6.7346
  40  0.459507  3.6551  4.7853 -1.1115  9.0385  8.6047  8.3771  7.8694  8.0620  7.7090  7.4547  7.1663  7.2311  6.9182  6.8376  6.6305
  41  0.468580  3.6619  4.7796 -1.0698  8.8584  8.4372  8.2032  7.7302  7.9133  7.5760  7.3302  7.0490  7.1123  6.8105  6.7330  6.5330
  42  0.477654  3.6690  4.7746 -1.0281  8.6778  8.2698  8.0307  7.5915  7.7646  7.4430  7.2061  6.9321  6.9934  6.7031  6.6285  6.4359
  43  0.487516  3.6768  4.7698 -0.9831  8.4856  8.0921  7.8496  7.4441  7.6067  7.3012  7.0736  6.8074  6.8663  6.5880  6.5167  6.3320
  44  0.498749  3.6855  4.7640 -0.9328  8.2776  7.9002  7.6575  7.2835  7.4352  7.1460  6.9282  6.6703  6.7268  6.4604  6.3925  6.2162
  45  0.510867  3.6946  4.7572 -0.8792  8.0654  7.7052  7.4659  7.1183  7.2598  6.9856  6.7769  6.5270  6.5812  6.3261  6.2614  6.0934
  46  0.522967  3.7036  4.7504 -0.8261  7.8615  7.5190  7.2856  6.9590  7.0919  6.8307  6.6301  6.3876  6.4397  6.1948  6.1333  5.9732
  47  0.534999  3.7124  4.7431 -0.7739  7.6662  7.3416  7.1160  6.8063  6.9319  6.6823  6.4890  6.2540  6.3038  6.0683  6.0097  5.8571
  48  0.546919  3.7207  4.7352 -0.7230  7.4811  7.1740  6.9575  6.6609  6.7804  6.5410  6.3541  6.1260  6.1736  5.9469  5.8910  5.7454
  49  0.558727  3.7286  4.7264 -0.6733  7.3057  7.0153  6.8089  6.5225  6.6370  6.4065  6.2254  6.0036  6.0491  5.8306  5.7771  5.6378
  50  0.570115  3.7360  4.7172 -0.6261  7.1425  6.8676  6.6708  6.3934  6.5035  6.2810  6.1050  5.8889  5.9325  5.7215  5.6701  5.5366
  51  0.580883  3.7426  4.7077 -0.5819  6.9935  6.7324  6.5437  6.2746  6.3809  6.1654  5.9939  5.7831  5.8250  5.6205  5.5711  5.4427
  52  0.586007  3.7457  4.7029 -0.5610  6.9242  6.6693  6.4844  6.2190  6.3236  6.1113  5.9419  5.7336  5.7747  5.5732  5.5246  5.3985
  53  0.591095  3.7487  4.6979 -0.5403  6.8564  6.6075  6.4263  6.1644  6.2674  6.0582  5.8908  5.6849  5.7253  5.5265  5.4788  5.3550
  54  0.596133  3.7516  4.6928 -0.5199  6.7902  6.5471  6.3694  6.1109  6.2124  6.0061  5.8407  5.6370  5.6767  5.4807  5.4338  5.3121
  55  0.601108  3.7543  4.6875 -0.4998  6.7258  6.4882  6.3138  6.0585  6.1586  5.9550  5.7915  5.5899  5.6290  5.4356  5.3895  5.2699
  56  0.606047  3.7570  4.6819 -0.4799  6.6627  6.4303  6.2591  6.0069  6.1056  5.9047  5.7429  5.5434  5.5819  5.3910  5.3457  5.2279
  57  0.610960  3.7596  4.6761 -0.4602  6.6008  6.3733  6.2052  5.9559  6.0533  5.8549  5.6948  5.4973  5.5352  5.3468  5.3022  5.1863
  58  0.615838  3.7621  4.6700 -0.4406  6.5401  6.3172  6.1521  5.9055  6.0017  5.8058  5.6473  5.4516  5.4890  5.3030  5.2590  5.1449
  59  0.620665  3.7646  4.6639 -0.4214  6.4804  6.2621  6.1000  5.8559  5.9510  5.7574  5.6006  5.4066  5.4436  5.2599  5.2165  5.1041
  60  0.625437  3.7670  4.6577 -0.4023  6.4220  6.2079  6.0488  5.8072  5.9011  5.7098  5.5545  5.3623  5.3987  5.2173  5.1746  5.0639
  61  0.630149  3.7693  4.6515 -0.3835  6.3647  6.1548  5.9985  5.7593  5.8521  5.6629  5.5092  5.3186  5.3546  5.1755  5.1334  5.0243
  62  0.634793  3.7716  4.6454 -0.3651  6.3085  6.1026  5.9491  5.7122  5.8039  5.6169  5.4647  5.2758  5.3113  5.1344  5.0928  4.9853
  63  0.639360  3.7738  4.6393 -0.3469  6.2535  6.0514  5.9005  5.6660  5.7566  5.5718  5.4210  5.2337  5.2689  5.0941  5.0531  4.9472
  64  0.643849  3.7760  4.6333 -0.3291  6.1996  6.0012  5.8528  5.6206  5.7102  5.5276  5.3783  5.1926  5.2273  5.0546  5.0142  4.9098
  65  0.648255  3.7782  4.6274 -0.3116  6.1468  5.9521  5.8058  5.5762  5.6646  5.4842  5.3364  5.1523  5.1867  5.0160  4.9762  4.8732
  66  0.652567  3.7803  4.6218 -0.2944  6.0950  5.9038  5.7593  5.5327  5.6197  5.4418  5.2957  5.1132  5.1472  4.9785  4.9392  4.8377
  67  0.656776  3.7825  4.6163 -0.2777  6.0445  5.8568  5.7140  5.4903  5.5759  5.4005  5.2560  5.0751  5.1086  4.9419  4.9032  4.8032
  68  0.660889  3.7846  4.6111 -0.2613  5.9953  5.8108  5.6698  5.4489  5.5333  5.3601  5.2172  5.0378  5.0709  4.9062  4.8680  4.7694
  69  0.664922  3.7866  4.6060 -0.2453  5.9475  5.7662  5.6271  5.4084  5.4919  5.3205  5.1788  5.0008  5.0337  4.8708  4.8332  4.7359
  70  0.668880  3.7887  4.6010 -0.2295  5.9010  5.7225  5.5857  5.3686  5.4515  5.2816  5.1411  4.9643  4.9969  4.8359  4.7987  4.7027
  71  0.672771  3.7907  4.5960 -0.2140  5.8552  5.6796  5.5450  5.3296  5.4120  5.2435  5.1040  4.9285  4.9608  4.8017  4.7650  4.6703
  72  0.676602  3.7927  4.5911 -0.1987  5.8100  5.6373  5.5048  5.2913  5.3729  5.2060  5.0676  4.8937  4.9256  4.7684  4.7321  4.6386
  73  0.680379  3.7946  4.5862 -0.1836  5.7646  5.5950  5.4645  5.2535  5.3341  5.1692  5.0323  4.8602  4.8914  4.7362  4.7005  4.6083
  74  0.684107  3.7965  4.5813 -0.1687  5.7198  5.5532  5.4246  5.2162  5.2958  5.1329  4.9975  4.8274  4.8579  4.7046  4.6693  4.5785
  75  0.687788  3.7984  4.5763 -0.1540  5.6757  5.5120  5.3852  5.1793  5.2578  5.0970  4.9631  4.7948  4.8247  4.6733  4.6385  4.5489
  76  0.691424  3.8002  4.5711 -0.1394  5.6325  5.4715  5.3464  5.1428  5.2204  5.0615  4.9289  4.7621  4.7915  4.6419  4.6076  4.5192
  77  0.695022  3.8019  4.5659 -0.1250  5.5903  5.4317  5.3082  5.1065  5.1833  5.0261  4.8947  4.7290  4.7583  4.6104  4.5764  4.4892
  78  0.698581  3.8036  4.5605 -0.1106  5.5488  5.3925  5.2704  5.0706  5.1466  4.9909  4.8607  4.6961  4.7252  4.5788  4.5453  4.4591
  79  0.702099  3.8052  4.5549 -0.0965  5.5080  5.3538  5.2331  5.0350  5.1103  4.9560  4.8269  4.6632  4.6922  4.5474  4.5142  4.4290
  80  0.705548  3.8067  4.5493 -0.0825  5.4679  5.3158  5.1964  4.9999  5.0745  4.9217  4.7935  4.6307  4.6597  4.5163  4.4835  4.3992
  81  0.708940  3.8082  4.5435 -0.0687  5.4284  5.2782  5.1601  4.9652  5.0392  4.8877  4.7606  4.5987  4.6275  4.4856  4.4532  4.3699
  82  0.713472  3.8102  4.5356 -0.0502  5.3755  5.2278  5.1114  4.9187  4.9918  4.8421  4.7163  4.5556  4.5842  4.4443  4.4123  4.3302
  83  0.717954  3.8121  4.5275 -0.0318  5.3230  5.1778  5.0631  4.8724  4.9446  4.7967  4.6722  4.5126  4.5410  4.4031  4.3715  4.2906
  84  0.722384  3.8139  4.5192 -0.0135  5.2711  5.1282  5.0150  4.8263  4.8977  4.7515  4.6283  4.4698  4.4981  4.3620  4.3309  4.2511
  85  0.726760  3.8157  4.5108  0.0047  5.2196  5.0790  4.9674  4.7806  4.8512  4.7067  4.5847  4.4273  4.4553  4.3212  4.2904  4.2117
  86  0.731082  3.8175  4.5023  0.0228  5.1687  5.0302  4.9201  4.7352  4.8050  4.6621  4.5413  4.3849  4.4128  4.2805  4.2502  4.1725
  87  0.735355  3.8192  4.4938  0.0407  5.1181  4.9818  4.8731  4.6901  4.7590  4.6178  4.4982  4.3428  4.3705  4.2401  4.2101  4.1334
  88  0.739580  3.8208  4.4851  0.0585  5.0679  4.9337  4.8264  4.6453  4.7134  4.5737  4.4553  4.3009  4.3285  4.1999  4.1702  4.0945
  89  0.743763  3.8225  4.4764  0.0763  5.0181  4.8858  4.7800  4.6006  4.6680  4.5299  4.4126  4.2591  4.2866  4.1598  4.1305  4.0557
  90  0.747908  3.8241  4.4676  0.0939  4.9685  4.8382  4.7338  4.5561  4.6228  4.4862  4.3701  4.2175  4.2449  4.1198  4.0909  4.0171
  91  0.752022  3.8257  4.4588  0.1115  4.9191  4.7908  4.6878  4.5118  4.5777  4.4426  4.3277  4.1760  4.2033  4.0800  4.0514  3.9785
  92  0.756086  3.8273  4.4500  0.1289  4.8702  4.7437  4.6421  4.4678  4.5330  4.3994  4.2855  4.1347  4.1620  4.0404  4.0121  3.9401
  93  0.760097  3.8288  4.4411  0.1463  4.8218  4.6971  4.5967  4.4241  4.4885  4.3564  4.2436  4.0937  4.1209  4.0010  3.9730  3.9018
  94  0.764061  3.8303  4.4321  0.1634  4.7737  4.6507  4.5517  4.3807  4.4444  4.3137  4.2020  4.0529  4.0801  3.9618  3.9341  3.8638
  95  0.767978  3.8318  4.4232  0.1805  4.7259  4.6047  4.5069  4.3375  4.4005  4.2712  4.1606  4.0122  4.0394  3.9228  3.8954  3.8259
  96  0.771848  3.8332  4.4142  0.1975  4.6785  4.5589  4.4624  4.2946  4.3569  4.2290  4.1194  3.9719  3.9990  3.8840  3.8569  3.7882
  97  0.775670  3.8347  4.4053  0.2144  4.6313  4.5134  4.4181  4.2519  4.3136  4.1870  4.0786  3.9317  3.9588  3.8455  3.8187  3.7507
  98  0.779445  3.8361  4.3964  0.2311  4.5844  4.4682  4.3741  4.2095  4.2705  4.1453  4.0379  3.8918  3.9189  3.8073  3.7807  3.7135
  99  0.783171  3.8375  4.3875  0.2478  4.5378  4.4232  4.3303  4.1673  4.2276  4.1038  3.9975  3.8522  3.8792  3.7693  3.7430  3.6765
 100  0.786845  3.8390  4.3787  0.2643  4.4915  4.3786  4.2868  4.1254  4.1850  4.0626  3.9574  3.8128  3.8398  3.7316  3.7056  3.6398
 101  0.790467  3.8404  4.3700  0.2808  4.4455  4.3341  4.2436  4.0838  4.1427  4.0217  3.9175  3.7736  3.8007  3.6942  3.6684  3.6034
 102  0.794035  3.8418  4.3614  0.2971  4.3997  4.2900  4.2006  4.0424  4.1007  3.9811  3.8780  3.7348  3.7618  3.6570  3.6315  3.5672
 103  0.797547  3.8433  4.3529  0.3132  4.3543  4.2461  4.1580  4.0013  4.0590  3.9407  3.8387  3.6962  3.7233  3.6202  3.5950  3.5313
 104  0.801005  3.8447  4.3444  0.3293  4.3092  4.2026  4.1156  3.9606  4.0175  3.9006  3.7997  3.6579  3.6850  3.5837  3.5587  3.4958
 105  0.804448  3.8461  4.3360  0.3453  4.2640  4.1590  4.0732  3.9198  3.9760  3.8606  3.7608  3.6197  3.6467  3.5473  3.5225  3.4602
 106  0.807876  3.8476  4.3276  0.3614  4.2187  4.1153  4.0307  3.8789  3.9345  3.8204  3.7217  3.5814  3.6084  3.5108  3.4863  3.4247
 107  0.811282  3.8490  4.3192  0.3774  4.1735  4.0717  3.9883  3.8381  3.8930  3.7804  3.6828  3.5431  3.5701  3.4744  3.4501  3.3892
 108  0.814649  3.8505  4.3108  0.3934  4.1285  4.0282  3.9460  3.7975  3.8516  3.7404  3.6440  3.5049  3.5320  3.4381  3.4141  3.3538
 109  0.817960  3.8519  4.3023  0.4093  4.0839  3.9851  3.9040  3.7571  3.8106  3.7008  3.6054  3.4670  3.4940  3.4020  3.3782  3.3185
 110  0.821196  3.8533  4.2938  0.4250  4.0397  3.9424  3.8624  3.7172  3.7699  3.6615  3.5672  3.4294  3.4565  3.3663  3.3427  3.2836
 111  0.824326  3.8546  4.2854  0.4404  3.9962  3.9003  3.8215  3.6777  3.7298  3.6227  3.5294  3.3923  3.4194  3.3310  3.3076  3.2491
 112  0.825679  3.8552  4.2817  0.4473  3.9770  3.8817  3.8034  3.6603  3.7121  3.6056  3.5128  3.3759  3.4031  3.3155  3.2922  3.2339
 113  0.827027  3.8558  4.2781  0.4541  3.9575  3.8630  3.7851  3.6428  3.6943  3.5884  3.4961  3.3595  3.3866  3.2999  3.2767  3.2187
 114  0.828369  3.8565  4.2744  0.4611  3.9380  3.8441  3.7667  3.6252  3.6763  3.5710  3.4793  3.3429  3.3701  3.2842  3.2611  3.2034
 115  0.829704  3.8571  4.2707  0.4680  3.9183  3.8251  3.7482  3.6074  3.6582  3.5536  3.4623  3.3262  3.3535  3.2684  3.2454  3.1879
 116  0.831030  3.8577  4.2669  0.4750  3.8985  3.8059  3.7296  3.5895  3.6400  3.5360  3.4452  3.3094  3.3366  3.2525  3.2295  3.1723
 117  0.832348  3.8584  4.2630  0.4821  3.8785  3.7866  3.7108  3.5714  3.6216  3.5182  3.4279  3.2923  3.3196  3.2363  3.2134  3.1565
 118  0.833656  3.8590  4.2590  0.4893  3.8585  3.7672  3.6919  3.5532  3.6031  3.5003  3.4105  3.2751  3.3025  3.2200  3.1972  3.1405
 119  0.834953  3.8596  4.2548  0.4964  3.8383  3.7477  3.6729  3.5348  3.5845  3.4822  3.3929  3.2578  3.2852  3.2035  3.1808  3.1242
 120  0.836241  3.8601  4.2505  0.5037  3.8181  3.7281  3.6538  3.5163  3.5657  3.4640  3.3752  3.2403  3.2677  3.1869  3.1642  3.1079
 121  0.837517  3.8607  4.2461  0.5110  3.7978  3.7083  3.6345  3.4977  3.5468  3.4457  3.3573  3.2226  3.2501  3.1701  3.1475  3.0914
 122  0.838783  3.8612  4.2416  0.5183  3.7774  3.6885  3.6152  3.4790  3.5279  3.4273  3.3394  3.2048  3.2324  3.1531  3.1306  3.0747
 123  0.840037  3.8618  4.2370  0.5257  3.7569  3.6686  3.5958  3.4602  3.5088  3.4088  3.3213  3.1869  3.2146  3.1361  3.1136  3.0578
 124  0.841280  3.8623  4.2323  0.5331  3.7364  3.6486  3.5762  3.4413  3.4896  3.3901  3.3030  3.1689  3.1966  3.1188  3.0964  3.0408
 125  0.842512  3.8628  4.2275  0.5405  3.7157  3.6286  3.5566  3.4223  3.4703  3.3713  3.2847  3.1507  3.1785  3.1015  3.0791  3.0237
 126  0.843730  3.8633  4.2225  0.5481  3.6951  3.6084  3.5369  3.4031  3.4509  3.3524  3.2662  3.1323  3.1602  3.0839  3.0616  3.0063
 127  0.844937  3.8637  4.2175  0.5556  3.6743  3.5882  3.5171  3.3838  3.4314  3.3334  3.2476  3.1139  3.1418  3.0662  3.0440  2.9888
 128  0.846131  3.8642  4.2123  0.5632  3.6535  3.5679  3.4972  3.3645  3.4118  3.3143  3.2288  3.0952  3.1232  3.0483  3.0261  2.9711
 129  0.847312  3.8646  4.2069  0.5708  3.6327  3.5475  3.4772  3.3450  3.3921  3.2950  3.2099  3.0765  3.1045  3.0303  3.0081  2.9532
 130  0.848479  3.8650  4.2014  0.5785  3.6117  3.5270  3.4570  3.3254  3.3723  3.2756  3.1909  3.0575  3.0857  3.0121  2.9899  2.9351
 131  0.849632  3.8653  4.1957  0.5863  3.5907  3.5064  3.4368  3.3057  3.3523  3.2561  3.1717  3.0384  3.0666  2.9937  2.9715  2.9168
 132  0.850769  3.8656  4.1896  0.5941  3.5698  3.4859  3.4166  3.2858  3.3323  3.2364  3.1522  3.0190  3.0473  2.9749  2.9528  2.8980
 133  0.851892  3.8659  4.1833  0.6019  3.5488  3.4652  3.3962  3.2657  3.3121  3.2165  3.1326  2.9995  3.0278  2.9558  2.9337  2.8790
 134  0.853001  3.8661  4.1768  0.6099  3.5277  3.4445  3.3757  3.2456  3.2918  3.1965  3.1128  2.9797  3.0081  2.9365  2.9144  2.8598
 135  0.854098  3.8663  4.1700  0.6179  3.5067  3.4236  3.3551  3.2253  3.2713  3.1763  3.0928  2.9596  2.9882  2.9170  2.8949  2.8402
 136  0.855181  3.8664  4.1630  0.6259  3.4856  3.4027  3.3343  3.2048  3.2507  3.1559  3.0726  2.9394  2.9680  2.8972  2.8751  2.8203
 137  0.856250  3.8664  4.1557  0.6340  3.4644  3.3818  3.3135  3.1842  3.2300  3.1354  3.0522  2.9189  2.9476  2.8770  2.8549  2.8001
 138  0.857305  3.8665  4.1481  0.6422  3.4433  3.3608  3.2926  3.1634  3.2092  3.1146  3.0315  2.8982  2.9270  2.8566  2.8344  2.7796
 139  0.858345  3.8664  4.1401  0.6504  3.4221  3.3397  3.2716  3.1425  3.1882  3.0937  3.0107  2.8772  2.9061  2.8358  2.8136  2.7586
 140  0.859371  3.8663  4.1319  0.6587  3.4010  3.3185  3.2505  3.1214  3.1671  3.0726  2.9896  2.8559  2.8849  2.8147  2.7924  2.7373
 141  0.860382  3.8661  4.1232  0.6671  3.3799  3.2974  3.2293  3.1001  3.1459  3.0513  2.9682  2.8343  2.8634  2.7932  2.7709  2.7156
 142  0.861376  3.8658  4.1141  0.6756  3.3588  3.2762  3.2080  3.0787  3.1245  3.0298  2.9466  2.8125  2.8417  2.7713  2.7489  2.6935
 143  0.862354  3.8654  4.1046  0.6841  3.3378  3.2550  3.1866  3.0572  3.1031  3.0081  2.9247  2.7903  2.8196  2.7490  2.7265  2.6708
 144  0.863314  3.8650  4.0947  0.6926  3.3170  3.2339  3.1652  3.0355  3.0815  2.9862  2.9026  2.7678  2.7973  2.7263  2.7037  2.6478
 145  0.864257  3.8644  4.0842  0.7013  3.2962  3.2127  3.1438  3.0137  3.0598  2.9642  2.8802  2.7450  2.7746  2.7032  2.6805  2.6242
 146  0.865180  3.8637  4.0732  0.7100  3.2757  3.1917  3.1224  2.9917  3.0381  2.9419  2.8576  2.7219  2.7516  2.6796  2.6567  2.6001
 147  0.866084  3.8629  4.0617  0.7187  3.2553  3.1708  3.1009  2.9697  3.0163  2.9195  2.8347  2.6984  2.7283  2.6556  2.6326  2.5755
 148  0.866968  3.8619  4.0495  0.7275  3.2353  3.1500  3.0795  2.9475  2.9945  2.8970  2.8116  2.6746  2.7047  2.6311  2.6079  2.5503
 149  0.867831  3.8608  4.0368  0.7364  3.2155  3.1293  3.0582  2.9253  2.9727  2.8743  2.7882  2.6505  2.6807  2.6061  2.5827  2.5245
 150  0.868670  3.8596  4.0234  0.7452  3.1960  3.1089  3.0370  2.9031  2.9508  2.8515  2.7646  2.6261  2.6565  2.5806  2.5570  2.4982
 151  0.869488  3.8582  4.0093  0.7541  3.1770  3.0887  3.0159  2.8808  2.9291  2.8286  2.7407  2.6013  2.6319  2.5546  2.5308  2.4713
 152  0.870282  3.8566  3.9944  0.7631  3.1585  3.0689  2.9951  2.8585  2.9074  2.8056  2.7167  2.5762  2.6070  2.5281  2.5040  2.4438
 153  0.871052  3.8549  3.9788  0.7720  3.1406  3.0494  2.9744  2.8362  2.8858  2.7825  2.6924  2.5507  2.5818  2.5011  2.4767  2.4157
 154  0.871796  3.8529  3.9625  0.7810  3.1233  3.0304  2.9541  2.8140  2.8644  2.7594  2.6680  2.5250  2.5564  2.4737  2.4489  2.3869
 155  0.872516  3.8508  3.9453  0.7899  3.1066  3.0118  2.9341  2.7920  2.8432  2.7364  2.6435  2.4991  2.5308  2.4457  2.4206  2.3576
 156  0.873210  3.8484  3.9274  0.7988  3.0907  2.9938  2.9144  2.7701  2.8222  2.7134  2.6189  2.4729  2.5049  2.4174  2.3918  2.3277
 157  0.873877  3.8459  3.9086  0.8077  3.0757  2.9763  2.8952  2.7484  2.8015  2.6905  2.5943  2.4465  2.4789  2.3887  2.3626  2.2972
 158  0.874519  3.8431  3.8890  0.8166  3.0614  2.9595  2.8763  2.7269  2.7812  2.6677  2.5696  2.4200  2.4528  2.3596  2.3330  2.2662
 159  0.875136  3.8402  3.8687  0.8254  3.0480  2.9433  2.8578  2.7057  2.7612  2.6450  2.5449  2.3933  2.4267  2.3301  2.3031  2.2348
 160  0.875732  3.8371  3.8477  0.8342  3.0353  2.9275  2.8397  2.6847  2.7414  2.6225  2.5202  2.3666  2.4004  2.3005  2.2728  2.2029
 161  0.876306  3.8338  3.8262  0.8430  3.0233  2.9122  2.8220  2.6639  2.7219  2.6001  2.4955  2.3397  2.3741  2.2706  2.2423  2.1707
 162  0.876673  3.8316  3.8117  0.8487  3.0157  2.9024  2.8106  2.6502  2.7092  2.5854  2.4793  2.3219  2.3567  2.2508  2.2222  2.1493
 163  0.877036  3.8292  3.7967  0.8545  3.0086  2.8929  2.7994  2.6367  2.6966  2.5707  2.4630  2.3040  2.3392  2.2308  2.2017  2.1275
 164  0.877393  3.8267  3.7812  0.8603  3.0019  2.8837  2.7884  2.6231  2.6841  2.5559  2.4465  2.2858  2.3214  2.2104  2.1808  2.1053
 165  0.877747  3.8241  3.7650  0.8661  2.9958  2.8748  2.7776  2.6096  2.6717  2.5411  2.4299  2.2674  2.3034  2.1897  2.1595  2.0826
 166  0.878096  3.8213  3.7483  0.8719  2.9905  2.8665  2.7672  2.5962  2.6596  2.5264  2.4133  2.2487  2.2852  2.1686  2.1379  2.0594
 167  0.878442  3.8183  3.7307  0.8776  2.9865  2.8590  2.7573  2.5831  2.6478  2.5118  2.3965  2.2297  2.2667  2.1470  2.1156  2.0354
 168  0.878783  3.8151  3.7125  0.8833  2.9837  2.8523  2.7479  2.5702  2.6363  2.4972  2.3796  2.2104  2.2481  2.1249  2.0928  2.0108
 169  0.879123  3.8117  3.6934  0.8888  2.9822  2.8467  2.7394  2.5579  2.6256  2.4832  2.3631  2.1913  2.2296  2.1028  2.0700  1.9859
 170  0.879461  3.8080  3.6735  0.8941  2.9825  2.8425  2.7320  2.5465  2.6158  2.4698  2.3471  2.1726  2.2116  2.0808  2.0472  1.9609
 171  0.879796  3.8038  3.6521  0.8990  2.9854  2.8403  2.7266  2.5365  2.6077  2.4577  2.3322  2.1547  2.1946  2.0592  2.0247  1.9359
 172  0.880130  3.7992  3.6293  0.9035  2.9912  2.8405  2.7230  2.5280  2.6012  2.4470  2.3183  2.1378  2.1785  2.0380  2.0025  1.9109
 173  0.880466  3.7942  3.6053  0.9073  3.0006  2.8436  2.7217  2.5216  2.5969  2.4381  2.3060  2.1222  2.1637  2.0179  1.9812  1.8864
 174  0.880806  3.7888  3.5809  0.9106  3.0128  2.8489  2.7226  2.5167  2.5944  2.4307  2.2951  2.1078  2.1499  1.9989  1.9609  1.8626
