#EEP   M/Mo    LogTeff  LogG   LogL/Lo F435W   F475W   F502N   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W   F850LP  
  47  0.530452  3.7477  4.7303 -0.6235  7.0905  6.8099  6.6038  6.3408  6.4472  6.2357  6.0660  5.8506  5.8948  5.7070  5.6606  5.5396
  48  0.538985  3.7531  4.7225 -0.5871  6.9670  6.6991  6.5007  6.2445  6.3478  6.1420  5.9761  5.7648  5.8078  5.6252  5.5803  5.4633
  49  0.547931  3.7586  4.7136 -0.5493  6.8413  6.5860  6.3955  6.1457  6.2460  6.0457  5.8836  5.6764  5.7183  5.5407  5.4973  5.3844
  50  0.556922  3.7637  4.7037 -0.5116  6.7188  6.4750  6.2922  6.0481  6.1457  5.9506  5.7921  5.5888  5.6297  5.4567  5.4148  5.3057
  51  0.565272  3.7683  4.6937 -0.4769  6.6085  6.3744  6.1980  5.9591  6.0542  5.8636  5.7081  5.5084  5.5483  5.3793  5.3387  5.2328
  52  0.570181  3.7709  4.6875 -0.4566  6.5447  6.3162  6.1435  5.9075  6.0013  5.8132  5.6595  5.4617  5.5011  5.3344  5.2944  5.1904
  53  0.575101  3.7734  4.6812 -0.4363  6.4813  6.2586  6.0903  5.8568  5.9493  5.7638  5.6119  5.4157  5.4549  5.2904  5.2511  5.1489
  54  0.579996  3.7760  4.6748 -0.4163  6.4188  6.2019  6.0376  5.8067  5.8980  5.7150  5.5648  5.3702  5.4091  5.2469  5.2082  5.1077
  55  0.584862  3.7784  4.6685 -0.3964  6.3575  6.1457  5.9852  5.7568  5.8469  5.6663  5.5179  5.3250  5.3635  5.2035  5.1655  5.0666
  56  0.589671  3.7809  4.6623 -0.3768  6.2978  6.0902  5.9322  5.7067  5.7956  5.6173  5.4705  5.2798  5.3174  5.1597  5.1224  5.0253
  57  0.594416  3.7833  4.6561 -0.3576  6.2395  6.0356  5.8799  5.6573  5.7451  5.5690  5.4236  5.2352  5.2720  5.1164  5.0798  4.9845
  58  0.599087  3.7857  4.6501 -0.3387  6.1824  5.9822  5.8287  5.6090  5.6956  5.5217  5.3778  5.1917  5.2276  5.0741  5.0382  4.9447
  59  0.603678  3.7880  4.6444 -0.3202  6.1264  5.9302  5.7793  5.5622  5.6477  5.4760  5.3336  5.1494  5.1848  5.0334  4.9980  4.9062
  60  0.608193  3.7904  4.6388 -0.3020  6.0714  5.8792  5.7310  5.5165  5.6009  5.4313  5.2906  5.1084  5.1431  4.9937  4.9590  4.8688
  61  0.612636  3.7927  4.6335 -0.2841  6.0172  5.8290  5.6835  5.4717  5.5549  5.3877  5.2486  5.0685  5.1026  4.9552  4.9211  4.8325
  62  0.617005  3.7950  4.6283 -0.2665  5.9638  5.7795  5.6366  5.4277  5.5098  5.3450  5.2076  5.0300  5.0632  4.9178  4.8844  4.7974
  63  0.621308  3.7973  4.6232 -0.2493  5.9114  5.7309  5.5905  5.3845  5.4654  5.3030  5.1673  4.9924  5.0246  4.8812  4.8484  4.7630
  64  0.625544  3.7996  4.6181 -0.2323  5.8602  5.6833  5.5452  5.3421  5.4218  5.2618  5.1277  4.9552  4.9866  4.8451  4.8128  4.7291
  65  0.629718  3.8017  4.6129 -0.2156  5.8106  5.6369  5.5009  5.3002  5.3790  5.2209  5.0883  4.9179  4.9486  4.8089  4.7773  4.6951
  66  0.633839  3.8038  4.6077 -0.1992  5.7621  5.5913  5.4574  5.2589  5.3368  5.1806  5.0494  4.8808  4.9109  4.7731  4.7420  4.6613
  67  0.637908  3.8058  4.6024 -0.1830  5.7146  5.5466  5.4145  5.2182  5.2952  5.1409  5.0109  4.8441  4.8736  4.7375  4.7070  4.6277
  68  0.641930  3.8078  4.5969 -0.1669  5.6679  5.5025  5.3723  5.1780  5.2542  5.1016  4.9729  4.8079  4.8368  4.7024  4.6724  4.5945
  69  0.645912  3.8096  4.5912 -0.1511  5.6221  5.4592  5.3305  5.1382  5.2136  5.0627  4.9353  4.7719  4.8003  4.6675  4.6380  4.5615
  70  0.649860  3.8114  4.5852 -0.1354  5.5770  5.4163  5.2893  5.0988  5.1735  5.0242  4.8979  4.7363  4.7641  4.6327  4.6037  4.5285
  71  0.653768  3.8131  4.5791 -0.1199  5.5326  5.3741  5.2485  5.0599  5.1338  4.9861  4.8609  4.7009  4.7282  4.5982  4.5697  4.4957
  72  0.657634  3.8147  4.5728 -0.1045  5.4888  5.3324  5.2082  5.0213  5.0946  4.9483  4.8242  4.6658  4.6926  4.5640  4.5359  4.4630
  73  0.661450  3.8163  4.5663 -0.0893  5.4458  5.2912  5.1684  4.9832  5.0558  4.9109  4.7879  4.6311  4.6574  4.5300  4.5023  4.4305
  74  0.665220  3.8178  4.5598 -0.0743  5.4033  5.2506  5.1291  4.9455  5.0174  4.8740  4.7519  4.5967  4.6225  4.4963  4.4690  4.3983
  75  0.668939  3.8192  4.5531 -0.0594  5.3616  5.2106  5.0903  4.9082  4.9795  4.8374  4.7163  4.5626  4.5879  4.4629  4.4360  4.3663
  76  0.672602  3.8206  4.5465 -0.0448  5.3205  5.1711  5.0519  4.8714  4.9421  4.8013  4.6811  4.5289  4.5538  4.4299  4.4034  4.3347
  77  0.676214  3.8220  4.5398 -0.0303  5.2799  5.1322  5.0140  4.8350  4.9052  4.7656  4.6464  4.4956  4.5200  4.3972  4.3711  4.3034
  78  0.679770  3.8233  4.5331 -0.0161  5.2400  5.0938  4.9765  4.7991  4.8687  4.7303  4.6120  4.4628  4.4867  4.3650  4.3392  4.2725
  79  0.683269  3.8246  4.5265 -0.0020  5.2007  5.0559  4.9396  4.7637  4.8327  4.6956  4.5782  4.4304  4.4539  4.3332  4.3078  4.2420
  80  0.686709  3.8259  4.5199  0.0118  5.1621  5.0186  4.9033  4.7288  4.7973  4.6614  4.5448  4.3985  4.4215  4.3019  4.2768  4.2120
  81  0.690088  3.8272  4.5134  0.0255  5.1240  4.9820  4.8675  4.6944  4.7624  4.6277  4.5120  4.3671  4.3897  4.2710  4.2463  4.1824
  82  0.694354  3.8288  4.5053  0.0427  5.0759  4.9356  4.8222  4.6510  4.7183  4.5850  4.4705  4.3274  4.3494  4.2320  4.2078  4.1450
  83  0.698564  3.8304  4.4973  0.0597  5.0282  4.8897  4.7774  4.6079  4.6746  4.5429  4.4294  4.2881  4.3096  4.1935  4.1697  4.1081
  84  0.702701  3.8320  4.4894  0.0766  4.9813  4.8443  4.7332  4.5655  4.6315  4.5013  4.3889  4.2495  4.2704  4.1555  4.1321  4.0717
  85  0.706732  3.8335  4.4816  0.0930  4.9352  4.7999  4.6899  4.5238  4.5892  4.4604  4.3492  4.2115  4.2319  4.1182  4.0953  4.0359
  86  0.710672  3.8351  4.4740  0.1093  4.8900  4.7562  4.6473  4.4828  4.5476  4.4202  4.3100  4.1742  4.1941  4.0815  4.0590  4.0008
  87  0.714537  3.8366  4.4664  0.1252  4.8454  4.7131  4.6053  4.4424  4.5066  4.3806  4.2715  4.1375  4.1568  4.0454  4.0233  3.9662
  88  0.718344  3.8381  4.4589  0.1410  4.8014  4.6705  4.5638  4.4025  4.4661  4.3415  4.2334  4.1013  4.1199  4.0097  3.9880  3.9320
  89  0.722103  3.8396  4.4516  0.1566  4.7578  4.6283  4.5227  4.3629  4.4259  4.3027  4.1957  4.0655  4.0835  3.9745  3.9532  3.8982
  90  0.725824  3.8411  4.4444  0.1721  4.7145  4.5865  4.4818  4.3237  4.3861  4.2643  4.1583  4.0300  4.0474  3.9396  3.9187  3.8649
  91  0.729517  3.8426  4.4373  0.1874  4.6716  4.5449  4.4411  4.2847  4.3465  4.2262  4.1213  3.9949  4.0117  3.9051  3.8846  3.8319
  92  0.733188  3.8441  4.4304  0.2026  4.6289  4.5036  4.4007  4.2460  4.3072  4.1883  4.0845  3.9602  3.9763  3.8709  3.8509  3.7993
  93  0.736841  3.8456  4.4235  0.2177  4.5863  4.4625  4.3604  4.2076  4.2682  4.1508  4.0481  3.9260  3.9414  3.8372  3.8176  3.7671
  94  0.740481  3.8472  4.4169  0.2328  4.5437  4.4214  4.3203  4.1695  4.2294  4.1136  4.0121  3.8925  3.9071  3.8039  3.7848  3.7355
  95  0.744109  3.8488  4.4103  0.2477  4.5013  4.3805  4.2804  4.1315  4.1907  4.0766  3.9764  3.8594  3.8731  3.7710  3.7523  3.7042
  96  0.747731  3.8504  4.4039  0.2626  4.4590  4.3397  4.2406  4.0937  4.1523  4.0398  3.9409  3.8265  3.8394  3.7384  3.7201  3.6732
  97  0.751348  3.8519  4.3976  0.2774  4.4167  4.2990  4.2009  4.0561  4.1139  4.0031  3.9055  3.7938  3.8059  3.7059  3.6881  3.6423
  98  0.755010  3.8536  4.3914  0.2923  4.3743  4.2581  4.1610  4.0182  4.0754  3.9663  3.8700  3.7610  3.7724  3.6734  3.6561  3.6115
  99  0.758698  3.8553  4.3852  0.3072  4.3318  4.2171  4.1211  3.9803  4.0368  3.9295  3.8345  3.7282  3.7387  3.6409  3.6240  3.5806
 100  0.762381  3.8569  4.3792  0.3221  4.2894  4.1763  4.0813  3.9426  3.9984  3.8927  3.7990  3.6953  3.7051  3.6085  3.5920  3.5499
 101  0.766040  3.8586  4.3733  0.3368  4.2478  4.1360  4.0421  3.9049  3.9601  3.8560  3.7635  3.6615  3.6709  3.5758  3.5598  3.5187
 102  0.769654  3.8603  4.3675  0.3513  4.2068  4.0963  4.0034  3.8677  3.9223  3.8196  3.7282  3.6277  3.6369  3.5433  3.5277  3.4877
 103  0.773207  3.8620  4.3618  0.3657  4.1664  4.0572  3.9653  3.8310  3.8851  3.7837  3.6934  3.5943  3.6033  3.5112  3.4960  3.4572
 104  0.776681  3.8636  4.3562  0.3798  4.1268  4.0188  3.9279  3.7950  3.8485  3.7485  3.6593  3.5615  3.5702  3.4798  3.4649  3.4271
 105  0.780067  3.8652  4.3507  0.3936  4.0880  3.9812  3.8912  3.7597  3.8127  3.7141  3.6258  3.5294  3.5380  3.4491  3.4346  3.3978
 106  0.783350  3.8668  4.3453  0.4070  4.0501  3.9445  3.8554  3.7252  3.7778  3.6804  3.5932  3.4983  3.5066  3.4191  3.4050  3.3692
 107  0.786518  3.8683  4.3400  0.4201  4.0132  3.9087  3.8205  3.6917  3.7437  3.6477  3.5616  3.4682  3.4761  3.3901  3.3763  3.3415
 108  0.789554  3.8697  4.3348  0.4329  3.9773  3.8739  3.7865  3.6592  3.7107  3.6160  3.5310  3.4396  3.4469  3.3621  3.3487  3.3149
 109  0.792448  3.8711  4.3297  0.4452  3.9422  3.8400  3.7533  3.6277  3.6786  3.5855  3.5015  3.4129  3.4192  3.3354  3.3223  3.2895
 110  0.795192  3.8725  4.3247  0.4571  3.9083  3.8072  3.7211  3.5973  3.6476  3.5559  3.4731  3.3872  3.3925  3.3096  3.2969  3.2651
 111  0.797782  3.8738  4.3198  0.4686  3.8756  3.7755  3.6901  3.5679  3.6177  3.5274  3.4457  3.3624  3.3668  3.2847  3.2724  3.2415
 112  0.799328  3.8746  4.3168  0.4757  3.8557  3.7562  3.6712  3.5500  3.5995  3.5100  3.4289  3.3473  3.3510  3.2695  3.2574  3.2271
 113  0.800852  3.8754  4.3138  0.4827  3.8356  3.7368  3.6522  3.5320  3.5812  3.4925  3.4122  3.3322  3.3353  3.2543  3.2425  3.2127
 114  0.802358  3.8762  4.3109  0.4898  3.8155  3.7173  3.6331  3.5140  3.5628  3.4750  3.3954  3.3172  3.3196  3.2392  3.2275  3.1984
 115  0.803850  3.8771  4.3080  0.4969  3.7953  3.6977  3.6140  3.4959  3.5444  3.4575  3.3785  3.3021  3.3039  3.2240  3.2126  3.1840
 116  0.805326  3.8779  4.3050  0.5040  3.7749  3.6780  3.5947  3.4777  3.5258  3.4398  3.3616  3.2868  3.2880  3.2087  3.1975  3.1695
 117  0.806788  3.8788  4.3019  0.5112  3.7545  3.6582  3.5753  3.4594  3.5071  3.4220  3.3445  3.2714  3.2719  3.1932  3.1822  3.1549
 118  0.808237  3.8796  4.2988  0.5185  3.7340  3.6383  3.5558  3.4409  3.4883  3.4041  3.3272  3.2558  3.2557  3.1776  3.1668  3.1401
 119  0.809675  3.8804  4.2956  0.5258  3.7133  3.6183  3.5362  3.4223  3.4694  3.3860  3.3098  3.2400  3.2392  3.1618  3.1512  3.1250
 120  0.811101  3.8813  4.2923  0.5332  3.6925  3.5982  3.5165  3.4035  3.4502  3.3676  3.2921  3.2236  3.2224  3.1456  3.1353  3.1096
 121  0.812517  3.8821  4.2889  0.5406  3.6717  3.5779  3.4967  3.3845  3.4310  3.3491  3.2742  3.2067  3.2051  3.1292  3.1191  3.0939
 122  0.813925  3.8829  4.2854  0.5481  3.6507  3.5576  3.4768  3.3653  3.4115  3.3304  3.2560  3.1895  3.1877  3.1126  3.1026  3.0779
 123  0.815323  3.8837  4.2819  0.5557  3.6296  3.5370  3.4567  3.3460  3.3919  3.3115  3.2377  3.1722  3.1701  3.0958  3.0860  3.0617
 124  0.816715  3.8845  4.2781  0.5633  3.6083  3.5163  3.4364  3.3265  3.3721  3.2924  3.2192  3.1546  3.1522  3.0787  3.0691  3.0453
 125  0.818099  3.8853  4.2743  0.5711  3.5869  3.4954  3.4160  3.3068  3.3521  3.2731  3.2005  3.1368  3.1341  3.0614  3.0519  3.0286
 126  0.819476  3.8861  4.2703  0.5789  3.5652  3.4743  3.3954  3.2868  3.3320  3.2537  3.1816  3.1187  3.1158  3.0440  3.0346  3.0117
 127  0.820848  3.8868  4.2662  0.5868  3.5434  3.4531  3.3745  3.2667  3.3116  3.2339  3.1624  3.1004  3.0972  3.0262  3.0170  2.9945
 128  0.822212  3.8876  4.2619  0.5948  3.5214  3.4316  3.3535  3.2464  3.2910  3.2140  3.1430  3.0818  3.0784  3.0082  2.9991  2.9770
 129  0.823571  3.8883  4.2574  0.6029  3.4991  3.4099  3.3322  3.2258  3.2701  3.1938  3.1234  3.0630  3.0593  2.9900  2.9810  2.9593
 130  0.824925  3.8890  4.2528  0.6111  3.4767  3.3880  3.3107  3.2050  3.2491  3.1734  3.1035  3.0439  3.0400  2.9714  2.9626  2.9413
 131  0.826272  3.8897  4.2479  0.6193  3.4540  3.3659  3.2890  3.1839  3.2277  3.1527  3.0833  3.0245  3.0204  2.9526  2.9439  2.9229
 132  0.827611  3.8903  4.2427  0.6277  3.4312  3.3435  3.2670  3.1625  3.2062  3.1317  3.0628  3.0047  3.0003  2.9333  2.9247  2.9040
 133  0.828942  3.8909  4.2372  0.6363  3.4081  3.3209  3.2447  3.1409  3.1843  3.1104  3.0419  2.9846  2.9800  2.9136  2.9051  2.8848
 134  0.830268  3.8915  4.2315  0.6449  3.3849  3.2981  3.2223  3.1190  3.1622  3.0888  3.0208  2.9642  2.9594  2.8936  2.8852  2.8651
 135  0.831587  3.8920  4.2255  0.6536  3.3614  3.2751  3.1996  3.0969  3.1398  3.0670  2.9994  2.9435  2.9384  2.8733  2.8650  2.8451
 136  0.832898  3.8924  4.2192  0.6624  3.3378  3.2518  3.1766  3.0745  3.1172  3.0449  2.9777  2.9225  2.9171  2.8526  2.8444  2.8247
 137  0.834202  3.8928  4.2126  0.6713  3.3139  3.2283  3.1534  3.0518  3.0944  3.0225  2.9557  2.9012  2.8956  2.8316  2.8234  2.8039
 138  0.835497  3.8932  4.2056  0.6804  3.2899  3.2046  3.1299  3.0288  3.0712  2.9998  2.9333  2.8794  2.8736  2.8100  2.8019  2.7826
 139  0.836783  3.8935  4.1984  0.6895  3.2657  3.1807  3.1063  3.0056  3.0478  2.9768  2.9106  2.8573  2.8512  2.7881  2.7800  2.7608
 140  0.838059  3.8937  4.1907  0.6987  3.2413  3.1567  3.0824  2.9821  3.0242  2.9534  2.8875  2.8347  2.8284  2.7657  2.7577  2.7385
 141  0.839323  3.8939  4.1826  0.7081  3.2168  3.1324  3.0583  2.9583  3.0003  2.9298  2.8641  2.8116  2.8052  2.7429  2.7348  2.7157
 142  0.840575  3.8939  4.1741  0.7175  3.1922  3.1079  3.0340  2.9343  2.9761  2.9058  2.8403  2.7880  2.7815  2.7195  2.7114  2.6922
 143  0.841814  3.8939  4.1652  0.7271  3.1675  3.0834  3.0095  2.9099  2.9517  2.8816  2.8162  2.7640  2.7574  2.6956  2.6875  2.6682
 144  0.843037  3.8938  4.1557  0.7367  3.1427  3.0586  2.9848  2.8853  2.9271  2.8570  2.7916  2.7394  2.7328  2.6712  2.6630  2.6436
 145  0.844245  3.8936  4.1457  0.7464  3.1179  3.0338  2.9599  2.8605  2.9022  2.8321  2.7667  2.7143  2.7077  2.6462  2.6379  2.6183
 146  0.845435  3.8933  4.1352  0.7562  3.0930  3.0089  2.9350  2.8354  2.8772  2.8069  2.7414  2.6886  2.6821  2.6207  2.6123  2.5923
 147  0.846605  3.8928  4.1240  0.7661  3.0682  2.9839  2.9099  2.8101  2.8519  2.7814  2.7157  2.6624  2.6560  2.5945  2.5859  2.5656
 148  0.847755  3.8922  4.1122  0.7761  3.0435  2.9589  2.8847  2.7846  2.8265  2.7556  2.6896  2.6356  2.6294  2.5677  2.5590  2.5382
 149  0.848882  3.8914  4.0997  0.7861  3.0189  2.9340  2.8595  2.7588  2.8010  2.7296  2.6632  2.6083  2.6023  2.5403  2.5314  2.5101
 150  0.849986  3.8905  4.0864  0.7962  2.9945  2.9091  2.8342  2.7330  2.7754  2.7033  2.6364  2.5804  2.5747  2.5123  2.5031  2.4811
 151  0.851062  3.8894  4.0724  0.8064  2.9705  2.8844  2.8091  2.7070  2.7497  2.6768  2.6093  2.5519  2.5466  2.4835  2.4740  2.4513
 152  0.852108  3.8880  4.0574  0.8165  2.9468  2.8600  2.7840  2.6810  2.7240  2.6501  2.5817  2.5228  2.5179  2.4540  2.4442  2.4206
 153  0.853123  3.8865  4.0415  0.8267  2.9236  2.8359  2.7592  2.6549  2.6983  2.6233  2.5539  2.4929  2.4886  2.4238  2.4136  2.3889
 154  0.854104  3.8847  4.0246  0.8369  2.9010  2.8122  2.7347  2.6289  2.6728  2.5963  2.5258  2.4623  2.4587  2.3928  2.3821  2.3562
 155  0.855050  3.8826  4.0066  0.8471  2.8792  2.7891  2.7106  2.6030  2.6475  2.5693  2.4974  2.4309  2.4282  2.3610  2.3499  2.3226
 156  0.855961  3.8802  3.9875  0.8572  2.8582  2.7666  2.6870  2.5773  2.6226  2.5424  2.4688  2.3986  2.3973  2.3286  2.3168  2.2879
 157  0.856833  3.8775  3.9671  0.8672  2.8382  2.7449  2.6642  2.5520  2.5981  2.5156  2.4402  2.3655  2.3660  2.2956  2.2831  2.2523
 158  0.857666  3.8745  3.9454  0.8772  2.8193  2.7242  2.6422  2.5270  2.5742  2.4891  2.4116  2.3318  2.3344  2.2620  2.2487  2.2157
 159  0.858459  3.8711  3.9223  0.8871  2.8019  2.7045  2.6210  2.5026  2.5509  2.4628  2.3831  2.2978  2.3025  2.2277  2.2136  2.1782
 160  0.859214  3.8673  3.8979  0.8968  2.7861  2.6860  2.6007  2.4786  2.5282  2.4368  2.3544  2.2640  2.2703  2.1928  2.1777  2.1399
 161  0.859931  3.8632  3.8724  0.9064  2.7720  2.6688  2.5810  2.4552  2.5060  2.4111  2.3258  2.2305  2.2379  2.1573  2.1413  2.1009
 162  0.860410  3.8602  3.8539  0.9130  2.7632  2.6574  2.5679  2.4391  2.4910  2.3933  2.3060  2.2070  2.2151  2.1322  2.1155  2.0732
 163  0.860880  3.8570  3.8344  0.9196  2.7550  2.6466  2.5551  2.4232  2.4762  2.3756  2.2859  2.1829  2.1921  2.1066  2.0891  2.0447
 164  0.861342  3.8535  3.8141  0.9263  2.7474  2.6362  2.5428  2.4074  2.4617  2.3579  2.2658  2.1582  2.1689  2.0807  2.0624  2.0156
 165  0.861795  3.8498  3.7929  0.9331  2.7405  2.6263  2.5307  2.3917  2.4473  2.3402  2.2456  2.1330  2.1453  2.0543  2.0350  1.9858
 166  0.862240  3.8461  3.7713  0.9399  2.7340  2.6167  2.5190  2.3761  2.4331  2.3226  2.2254  2.1077  2.1217  2.0278  2.0076  1.9558
 167  0.862678  3.8421  3.7489  0.9467  2.7282  2.6076  2.5076  2.3607  2.4191  2.3051  2.2051  2.0821  2.0979  2.0009  1.9796  1.9252
 168  0.863108  3.8379  3.7257  0.9535  2.7233  2.5991  2.4967  2.3454  2.4054  2.2876  2.1847  2.0564  2.0740  1.9736  1.9513  1.8940
 169  0.863531  3.8336  3.7018  0.9603  2.7194  2.5912  2.4861  2.3303  2.3920  2.2702  2.1643  2.0308  2.0503  1.9461  1.9227  1.8624
 170  0.863949  3.8291  3.6772  0.9670  2.7165  2.5842  2.4762  2.3157  2.3790  2.2531  2.1441  2.0051  2.0266  1.9184  1.8938  1.8303
 171  0.864364  3.8244  3.6520  0.9737  2.7147  2.5778  2.4669  2.3013  2.3665  2.2362  2.1241  1.9795  2.0030  1.8907  1.8649  1.7981
 172  0.864779  3.8196  3.6263  0.9803  2.7143  2.5724  2.4583  2.2874  2.3545  2.2198  2.1044  1.9541  1.9795  1.8631  1.8361  1.7659
 173  0.865196  3.8145  3.5998  0.9867  2.7158  2.5686  2.4509  2.2744  2.3436  2.2042  2.0853  1.9294  1.9566  1.8357  1.8073  1.7335
