#EEP   M/Mo    LogTeff  LogG   LogL/Lo F435W   F475W   F502N   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W   F850LP  
 175  0.930874  3.7774  3.5542  0.9155  3.0494  2.8530  2.7039  2.4825  2.5684  2.3930  2.2485  2.0545  2.0953  1.9381  1.8994  1.7983
 176  0.931306  3.7723  3.5357  0.9141  3.0807  2.8730  2.7154  2.4877  2.5763  2.3951  2.2465  2.0480  2.0895  1.9279  1.8879  1.7835
 177  0.931733  3.7677  3.5181  0.9133  3.1073  2.8901  2.7262  2.4927  2.5836  2.3974  2.2455  2.0431  2.0855  1.9195  1.8783  1.7705
 178  0.932151  3.7634  3.5008  0.9136  3.1292  2.9040  2.7350  2.4961  2.5892  2.3988  2.2440  2.0381  2.0816  1.9114  1.8689  1.7579
 179  0.932602  3.7593  3.4823  0.9161  3.1454  2.9121  2.7380  2.4940  2.5891  2.3947  2.2371  2.0280  2.0725  1.8981  1.8544  1.7403
 180  0.933017  3.7561  3.4649  0.9208  3.1517  2.9119  2.7336  2.4857  2.5824  2.3847  2.2250  2.0134  2.0586  1.8809  1.8363  1.7198
 181  0.933367  3.7536  3.4479  0.9280  3.1484  2.9034  2.7218  2.4709  2.5688  2.3686  2.2071  1.9936  2.0393  1.8591  1.8138  1.6953
 182  0.933731  3.7514  3.4292  0.9379  3.1367  2.8870  2.7025  2.4488  2.5478  2.3454  2.1824  1.9672  2.0133  1.8309  1.7849  1.6647
 183  0.934086  3.7494  3.4100  0.9495  3.1192  2.8655  2.6784  2.4224  2.5223  2.3179  2.1536  1.9369  1.9835  1.7991  1.7525  1.6308
 184  0.934433  3.7478  3.3907  0.9625  3.0963  2.8391  2.6500  2.3920  2.4927  2.2867  2.1213  1.9034  1.9503  1.7642  1.7172  1.5942
 185  0.934774  3.7463  3.3716  0.9755  3.0733  2.8128  2.6216  2.3617  2.4632  2.2556  2.0892  1.8702  1.9173  1.7297  1.6822  1.5579
 186  0.935110  3.7449  3.3523  0.9897  3.0457  2.7825  2.5895  2.3282  2.4303  2.2214  2.0541  1.8342  1.8815  1.6925  1.6446  1.5193
 187  0.935442  3.7437  3.3331  1.0041  3.0172  2.7514  2.5568  2.2940  2.3967  2.1866  2.0186  1.7978  1.8453  1.6551  1.6068  1.4805
 188  0.935770  3.7426  3.3139  1.0190  2.9867  2.7185  2.5225  2.2584  2.3616  2.1505  1.9817  1.7601  1.8078  1.6164  1.5678  1.4406
 189  0.936095  3.7416  3.2946  1.0343  2.9545  2.6842  2.4868  2.2216  2.3253  2.1131  1.9437  1.7214  1.7693  1.5769  1.5279  1.3999
 190  0.936418  3.7406  3.2754  1.0498  2.9219  2.6496  2.4509  2.1845  2.2887  2.0755  1.9055  1.6825  1.7305  1.5371  1.4879  1.3591
 191  0.936737  3.7397  3.2560  1.0657  2.8880  2.6136  2.4138  2.1463  2.2509  2.0368  1.8662  1.6426  1.6907  1.4964  1.4468  1.3173
 192  0.937054  3.7388  3.2366  1.0819  2.8529  2.5767  2.3757  2.1072  2.2122  1.9973  1.8260  1.6018  1.6501  1.4549  1.4051  1.2748
 193  0.937369  3.7380  3.2171  1.0982  2.8175  2.5395  2.3374  2.0678  2.1733  1.9575  1.7856  1.5607  1.6092  1.4131  1.3630  1.2321
 194  0.937681  3.7372  3.1975  1.1148  2.7810  2.5013  2.2982  2.0276  2.1335  1.9168  1.7444  1.5189  1.5675  1.3706  1.3202  1.1886
 195  0.937990  3.7365  3.1777  1.1317  2.7438  2.4624  2.2583  1.9867  2.0930  1.8755  1.7025  1.4764  1.5252  1.3275  1.2769  1.1446
 196  0.938298  3.7357  3.1579  1.1487  2.7061  2.4232  2.2181  1.9455  2.0521  1.8338  1.6604  1.4336  1.4825  1.2840  1.2332  1.1004
 197  0.938600  3.7350  3.1376  1.1662  2.6673  2.3827  2.1766  1.9031  2.0101  1.7909  1.6170  1.3896  1.4387  1.2394  1.1883  1.0549
 198  0.938895  3.7343  3.1168  1.1843  2.6269  2.3407  2.1337  1.8592  1.9666  1.7466  1.5721  1.3442  1.3934  1.1934  1.1420  1.0080
 199  0.939183  3.7336  3.0954  1.2029  2.5853  2.2975  2.0895  1.8140  1.9217  1.7010  1.5260  1.2974  1.3468  1.1459  1.0944  0.9597
 200  0.939460  3.7328  3.0732  1.2222  2.5420  2.2525  2.0437  1.7671  1.8752  1.6536  1.4781  1.2489  1.2985  1.0968  1.0450  0.9097
 201  0.939731  3.7321  3.0507  1.2419  2.4979  2.2067  1.9969  1.7193  1.8278  1.6054  1.4293  1.1996  1.2493  1.0467  0.9947  0.8588
 202  0.939995  3.7313  3.0277  1.2621  2.4525  2.1597  1.9489  1.6703  1.7792  1.5560  1.3794  1.1491  1.1989  0.9956  0.9433  0.8067
 203  0.940252  3.7306  3.0043  1.2826  2.4064  2.1119  1.9001  1.6205  1.7298  1.5057  1.3286  1.0978  1.1477  0.9435  0.8909  0.7537
 204  0.940502  3.7298  2.9802  1.3035  2.3599  2.0635  1.8507  1.5699  1.6797  1.4547  1.2770  1.0457  1.0957  0.8905  0.8377  0.6998
 205  0.940746  3.7289  2.9557  1.3248  2.3127  2.0143  1.8004  1.5185  1.6287  1.4028  1.2245  0.9926  1.0427  0.8366  0.7835  0.6449
 206  0.940983  3.7280  2.9307  1.3463  2.2648  1.9644  1.7493  1.4664  1.5770  1.3502  1.1712  0.9389  0.9891  0.7820  0.7286  0.5892
 207  0.941214  3.7272  2.9055  1.3682  2.2162  1.9138  1.6976  1.4135  1.5246  1.2969  1.1174  0.8844  0.9347  0.7267  0.6730  0.5329
 208  0.941437  3.7263  2.8799  1.3904  2.1669  1.8625  1.6452  1.3600  1.4715  1.2428  1.0627  0.8293  0.8796  0.6706  0.6166  0.4757
 209  0.941654  3.7254  2.8538  1.4128  2.1172  1.8107  1.5921  1.3058  1.4177  1.1881  1.0074  0.7734  0.8237  0.6138  0.5595  0.4178
 210  0.941866  3.7244  2.8274  1.4355  2.0672  1.7585  1.5387  1.2512  1.3636  1.1330  0.9517  0.7171  0.7674  0.5564  0.5018  0.3594
 211  0.942069  3.7234  2.8007  1.4585  2.0166  1.7056  1.4845  1.1959  1.3087  1.0772  0.8952  0.6601  0.7104  0.4984  0.4435  0.3002
 212  0.942267  3.7225  2.7737  1.4817  1.9655  1.6523  1.4299  1.1401  1.2534  1.0209  0.8383  0.6025  0.6529  0.4399  0.3847  0.2405
 213  0.942458  3.7215  2.7462  1.5052  1.9142  1.5987  1.3748  1.0839  1.1977  0.9641  0.7808  0.5445  0.5948  0.3808  0.3252  0.1801
 214  0.942642  3.7204  2.7186  1.5289  1.8626  1.5446  1.3193  1.0271  1.1415  0.9068  0.7228  0.4859  0.5362  0.3211  0.2651  0.1191
 215  0.942820  3.7194  2.6906  1.5527  1.8107  1.4902  1.2634  0.9700  1.0849  0.8490  0.6643  0.4268  0.4771  0.2609  0.2045  0.0576
 216  0.942992  3.7183  2.6624  1.5768  1.7586  1.4355  1.2072  0.9124  1.0278  0.7908  0.6054  0.3672  0.4176  0.2002  0.1435 -0.0044
 217  0.943023  3.7181  2.6572  1.5812  1.7491  1.4255  1.1968  0.9018  1.0173  0.7801  0.5945  0.3561  0.4065  0.1889  0.1321 -0.0159
 218  0.943054  3.7179  2.6519  1.5857  1.7394  1.4153  1.1863  0.8910  1.0067  0.7692  0.5835  0.3450  0.3954  0.1776  0.1207 -0.0275
 219  0.943085  3.7177  2.6466  1.5902  1.7298  1.4052  1.1759  0.8804  0.9961  0.7584  0.5725  0.3339  0.3843  0.1663  0.1094 -0.0390
 220  0.943116  3.7175  2.6413  1.5947  1.7201  1.3949  1.1654  0.8696  0.9854  0.7475  0.5615  0.3227  0.3731  0.1549  0.0979 -0.0507
 221  0.943147  3.7173  2.6360  1.5992  1.7103  1.3847  1.1548  0.8587  0.9747  0.7365  0.5503  0.3115  0.3619  0.1434  0.0863 -0.0624
 222  0.943177  3.7171  2.6306  1.6038  1.7006  1.3744  1.1442  0.8478  0.9639  0.7255  0.5392  0.3002  0.3506  0.1319  0.0748 -0.0742
 223  0.943208  3.7169  2.6252  1.6084  1.6907  1.3640  1.1335  0.8369  0.9531  0.7144  0.5280  0.2888  0.3393  0.1203  0.0631 -0.0860
 224  0.943238  3.7167  2.6198  1.6130  1.6808  1.3536  1.1228  0.8258  0.9422  0.7033  0.5166  0.2774  0.3278  0.1086  0.0513 -0.0980
 225  0.943268  3.7165  2.6143  1.6176  1.6709  1.3431  1.1120  0.8148  0.9312  0.6921  0.5053  0.2659  0.3163  0.0969  0.0395 -0.1099
 226  0.943298  3.7163  2.6089  1.6223  1.6609  1.3326  1.1012  0.8036  0.9202  0.6808  0.4939  0.2543  0.3048  0.0851  0.0277 -0.1220
 227  0.943554  3.7144  2.5600  1.6636  1.5733  1.2397  1.0053  0.7051  0.8227  0.5810  0.3925  0.1518  0.2023 -0.0195 -0.0776 -0.2290
 228  0.943791  3.7125  2.5112  1.7049  1.4863  1.1473  0.9099  0.6068  0.7257  0.4815  0.2915  0.0496  0.1000 -0.1240 -0.1828 -0.3358
 229  0.944009  3.7104  2.4624  1.7457  1.4019  1.0572  0.8167  0.5105  0.6306  0.3838  0.1922 -0.0511 -0.0007 -0.2271 -0.2866 -0.4413
 230  0.944222  3.7082  2.4106  1.7886  1.3135  0.9629  0.7193  0.4096  0.5310  0.2814  0.0881 -0.1567 -0.1061 -0.3353 -0.3956 -0.5524
 231  0.944406  3.7061  2.3623  1.8285  1.2312  0.8758  0.6302  0.3169  0.4396  0.1874 -0.0075 -0.2539 -0.2028 -0.4350 -0.4961 -0.6550
 232  0.944573  3.7039  2.3150  1.8674  1.1509  0.7913  0.5442  0.2272  0.3512  0.0964 -0.0999 -0.3482 -0.2962 -0.5317 -0.5937 -0.7548
 233  0.944735  3.7017  2.2657  1.9078  1.0680  0.7040  0.4552  0.1344  0.2596  0.0022 -0.1957 -0.4458 -0.3930 -0.6319 -0.6948 -0.8584
 234  0.944883  3.6995  2.2175  1.9471  0.9886  0.6198  0.3690  0.0445  0.1710 -0.0891 -0.2886 -0.5406 -0.4871 -0.7291 -0.7930 -0.9589
 235  0.945023  3.6972  2.1685  1.9870  0.9108  0.5350  0.2802 -0.0477  0.0802 -0.1830 -0.3844 -0.6380 -0.5844 -0.8291 -0.8939 -1.0620
 236  0.945145  3.6950  2.1230  2.0239  0.8408  0.4573  0.1979 -0.1330 -0.0037 -0.2701 -0.4734 -0.7286 -0.6751 -0.9220 -0.9876 -1.1577
 237  0.945266  3.6927  2.0757  2.0621  0.7694  0.3774  0.1130 -0.2211 -0.0905 -0.3602 -0.5656 -0.8225 -0.7691 -1.0183 -1.0847 -1.2568
 238  0.945372  3.6907  2.0332  2.0964  0.7059  0.3061  0.0372 -0.3000 -0.1681 -0.4409 -0.6483 -0.9066 -0.8534 -1.1046 -1.1719 -1.3458
 239  0.945473  3.6888  1.9946  2.1276  0.6479  0.2416 -0.0308 -0.3710 -0.2379 -0.5134 -0.7225 -0.9822 -0.9291 -1.1824 -1.2504 -1.4261
 240  0.945567  3.6875  1.9682  2.1489  0.6079  0.1975 -0.0770 -0.4195 -0.2855 -0.5629 -0.7731 -1.0336 -0.9807 -1.2355 -1.3041 -1.4810
 241  0.945663  3.6877  1.9691  2.1489  0.6059  0.1962 -0.0780 -0.4202 -0.2863 -0.5634 -0.7735 -1.0338 -0.9809 -1.2355 -1.3039 -1.4807
 242  0.945764  3.6883  1.9752  2.1453  0.6089  0.2010 -0.0723 -0.4134 -0.2800 -0.5562 -0.7658 -1.0258 -0.9727 -1.2267 -1.2949 -1.4710
 243  0.945869  3.6854  1.9189  2.1898  0.5290  0.1114 -0.1667 -0.5131 -0.3776 -0.6583 -0.8704 -1.1322 -1.0795 -1.3371 -1.4065 -1.5856
 244  0.945963  3.6825  1.8648  2.2326  0.4526  0.0255 -0.2570 -0.6086 -0.4711 -0.7560 -0.9707 -1.2338 -1.1819 -1.4431 -1.5137 -1.6955
 245  0.946046  3.6799  1.8134  2.2732  0.3812 -0.0551 -0.3419 -0.6987 -0.5593 -0.8484 -1.0656 -1.3299 -1.2787 -1.5434 -1.6151 -1.7995
 246  0.946125  3.6772  1.7622  2.3137  0.3116 -0.1344 -0.4257 -0.7878 -0.6464 -0.9399 -1.1596 -1.4253 -1.3749 -1.6431 -1.7159 -1.9031
 247  0.946198  3.6745  1.7112  2.3540  0.2431 -0.2127 -0.5085 -0.8762 -0.7327 -1.0307 -1.2530 -1.5201 -1.4705 -1.7422 -1.8161 -2.0061
 248  0.946263  3.6719  1.6622  2.3926  0.1785 -0.2869 -0.5870 -0.9601 -0.8146 -1.1171 -1.3420 -1.6103 -1.5617 -1.8367 -1.9118 -2.1045
 249  0.946322  3.6694  1.6151  2.4298  0.1167 -0.3580 -0.6623 -1.0407 -0.8932 -1.2001 -1.4275 -1.6970 -1.6492 -1.9276 -2.0038 -2.1992
 250  0.946378  3.6669  1.5681  2.4669  0.0559 -0.4282 -0.7366 -1.1205 -0.9710 -1.2823 -1.5122 -1.7829 -1.7361 -2.0178 -2.0952 -2.2932
 251  0.946429  3.6644  1.5220  2.5032 -0.0028 -0.4963 -0.8088 -1.1981 -1.0466 -1.3623 -1.5948 -1.8667 -1.8209 -2.1059 -2.1844 -2.3852
 252  0.946476  3.6620  1.4766  2.5387 -0.0588 -0.5618 -0.8785 -1.2732 -1.1197 -1.4400 -1.6750 -1.9481 -1.9033 -2.1917 -2.2714 -2.4749
 253  0.946519  3.6595  1.4320  2.5734 -0.1119 -0.6246 -0.9454 -1.3458 -1.1902 -1.5152 -1.7528 -2.0271 -1.9833 -2.2753 -2.3561 -2.5624
 254  0.946558  3.6570  1.3888  2.6068 -0.1621 -0.6843 -1.0092 -1.4152 -1.2574 -1.5872 -1.8273 -2.1029 -2.0601 -2.3555 -2.4375 -2.6466
 255  0.946595  3.6545  1.3450  2.6406 -0.2115 -0.7434 -1.0726 -1.4845 -1.3245 -1.6592 -1.9020 -2.1788 -2.1371 -2.4362 -2.5194 -2.7313
 256  0.946630  3.6521  1.3028  2.6731 -0.2579 -0.7996 -1.1328 -1.5505 -1.3883 -1.7279 -1.9734 -2.2514 -2.2109 -2.5135 -2.5980 -2.8127
 257  0.946661  3.6497  1.2615  2.7049 -0.3025 -0.8537 -1.1909 -1.6145 -1.4501 -1.7946 -2.0427 -2.3221 -2.2826 -2.5888 -2.6745 -2.8921
 258  0.946691  3.6473  1.2204  2.7364 -0.3454 -0.9062 -1.2474 -1.6771 -1.5104 -1.8600 -2.1107 -2.3915 -2.3531 -2.6630 -2.7500 -2.9705
 259  0.946718  3.6450  1.1807  2.7667 -0.3856 -0.9559 -1.3010 -1.7367 -1.5677 -1.9224 -2.1757 -2.4580 -2.4206 -2.7342 -2.8224 -3.0458
 260  0.946744  3.6426  1.1413  2.7967 -0.4245 -1.0043 -1.3532 -1.7951 -1.6237 -1.9836 -2.2396 -2.5233 -2.4870 -2.8044 -2.8939 -3.1202
 261  0.946768  3.6402  1.1022  2.8263 -0.4614 -1.0508 -1.4037 -1.8520 -1.6781 -2.0434 -2.3021 -2.5873 -2.5520 -2.8733 -2.9641 -3.1935
 262  0.946790  3.6380  1.0645  2.8549 -0.4962 -1.0950 -1.4518 -1.9063 -1.7300 -2.1006 -2.3620 -2.6486 -2.6143 -2.9396 -3.0316 -3.2639
 263  0.946812  3.6357  1.0267  2.8835 -0.5300 -1.1384 -1.4990 -1.9601 -1.7813 -2.1573 -2.4215 -2.7097 -2.6763 -3.0055 -3.0989 -3.3342
 264  0.946831  3.6334  0.9902  2.9110 -0.5611 -1.1791 -1.5435 -2.0111 -1.8298 -2.2113 -2.4782 -2.7680 -2.7355 -3.0688 -3.1635 -3.4018
 265  0.946850  3.6311  0.9537  2.9381 -0.5898 -1.2175 -1.5858 -2.0603 -1.8763 -2.2636 -2.5333 -2.8249 -2.7933 -3.1308 -3.2268 -3.4681
 266  0.946868  3.6288  0.9177  2.9649 -0.6171 -1.2546 -1.6267 -2.1082 -1.9215 -2.3146 -2.5872 -2.8805 -2.8498 -3.1915 -3.2889 -3.5333
 267  0.946884  3.6265  0.8826  2.9910 -0.6429 -1.2899 -1.6657 -2.1543 -1.9649 -2.3639 -2.6392 -2.9345 -2.9045 -3.2505 -3.3492 -3.5967
 268  0.946899  3.6243  0.8483  3.0165 -0.6673 -1.3237 -1.7030 -2.1987 -2.0067 -2.4114 -2.6896 -2.9867 -2.9575 -3.3078 -3.4078 -3.6582
 269  0.946914  3.6221  0.8144  3.0415 -0.6907 -1.3563 -1.7389 -2.2420 -2.0472 -2.4579 -2.7388 -3.0378 -3.0093 -3.3639 -3.4653 -3.7187
 270  0.946928  3.6199  0.7810  3.0663 -0.7130 -1.3879 -1.7736 -2.2842 -2.0867 -2.5033 -2.7870 -3.0880 -3.0601 -3.4192 -3.5219 -3.7783
 271  0.946941  3.6178  0.7481  3.0906 -0.7343 -1.4183 -1.8070 -2.3253 -2.1251 -2.5476 -2.8340 -3.1370 -3.1097 -3.4733 -3.5774 -3.8368
 272  0.946953  3.6157  0.7161  3.1143 -0.7542 -1.4470 -1.8384 -2.3647 -2.1617 -2.5902 -2.8793 -3.1843 -3.1575 -3.5257 -3.6311 -3.8935
 273  0.946965  3.6137  0.6850  3.1374 -0.7726 -1.4741 -1.8681 -2.4024 -2.1966 -2.6311 -2.9229 -3.2299 -3.2036 -3.5765 -3.6832 -3.9485
 274  0.946976  3.6117  0.6541  3.1602 -0.7901 -1.5004 -1.8967 -2.4394 -2.2308 -2.6713 -2.9658 -3.2749 -3.2490 -3.6266 -3.7346 -4.0029
 275  0.946986  3.6097  0.6241  3.1824 -0.8063 -1.5251 -1.9235 -2.4747 -2.2633 -2.7099 -3.0071 -3.3183 -3.2927 -3.6751 -3.7844 -4.0557
 276  0.946996  3.6078  0.5948  3.2042 -0.8215 -1.5486 -1.9490 -2.5088 -2.2946 -2.7472 -3.0471 -3.3604 -3.3353 -3.7223 -3.8329 -4.1071
 277  0.947006  3.6060  0.5662  3.2253 -0.8358 -1.5711 -1.9732 -2.5417 -2.3247 -2.7833 -3.0858 -3.4012 -3.3764 -3.7682 -3.8801 -4.1571
 278  0.947015  3.6042  0.5388  3.2457 -0.8492 -1.5924 -1.9960 -2.5731 -2.3535 -2.8179 -3.1229 -3.4404 -3.4159 -3.8123 -3.9255 -4.2053
 279  0.947024  3.6026  0.5136  3.2646 -0.8622 -1.6126 -2.0174 -2.6024 -2.3804 -2.8501 -3.1573 -3.4767 -3.4526 -3.8533 -3.9676 -4.2499
