#EEP   M/Mo    LogTeff  LogG   LogL/Lo F435W   F475W   F502N   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W   F850LP  
  86  0.742653  3.8289  4.5001  0.0776  5.0088  4.8741  4.7681  4.5925  4.6597  4.5268  4.4129  4.2662  4.2915  4.1701  4.1446  4.0789
  87  0.747456  3.8308  4.4912  0.0969  4.9545  4.8215  4.7169  4.5432  4.6097  4.4786  4.3660  4.2215  4.2460  4.1263  4.1014  4.0370
  88  0.752322  3.8328  4.4823  0.1165  4.8995  4.7683  4.6651  4.4934  4.5591  4.4298  4.3186  4.1763  4.2001  4.0820  4.0577  3.9948
  89  0.757249  3.8348  4.4734  0.1363  4.8440  4.7147  4.6125  4.4431  4.5080  4.3807  4.2708  4.1310  4.1541  4.0375  4.0137  3.9523
  90  0.762211  3.8368  4.4646  0.1562  4.7881  4.6606  4.5596  4.3925  4.4566  4.3312  4.2228  4.0855  4.1078  3.9927  3.9695  3.9096
  91  0.767183  3.8389  4.4558  0.1761  4.7319  4.6063  4.5064  4.3418  4.4051  4.2816  4.1747  4.0400  4.0615  3.9479  3.9253  3.8670
  92  0.772135  3.8410  4.4471  0.1960  4.6757  4.5519  4.4532  4.2910  4.3535  4.2319  4.1265  3.9944  4.0150  3.9033  3.8813  3.8245
  93  0.777043  3.8431  4.4386  0.2158  4.6196  4.4976  4.4002  4.2403  4.3020  4.1824  4.0785  3.9491  3.9687  3.8589  3.8375  3.7823
  94  0.781880  3.8453  4.4302  0.2355  4.5638  4.4436  4.3475  4.1899  4.2507  4.1332  4.0308  3.9041  3.9228  3.8149  3.7940  3.7406
  95  0.786617  3.8475  4.4219  0.2550  4.5084  4.3901  4.2951  4.1398  4.1999  4.0844  3.9836  3.8596  3.8773  3.7713  3.7511  3.6992
  96  0.791234  3.8496  4.4138  0.2743  4.4537  4.3371  4.2434  4.0904  4.1496  4.0362  3.9369  3.8158  3.8325  3.7282  3.7087  3.6584
  97  0.795709  3.8518  4.4059  0.2933  4.3997  4.2848  4.1924  4.0416  4.1001  3.9887  3.8909  3.7727  3.7884  3.6859  3.6669  3.6183
  98  0.800020  3.8539  4.3980  0.3119  4.3467  4.2335  4.1423  3.9937  4.0514  3.9419  3.8457  3.7303  3.7450  3.6443  3.6259  3.5788
  99  0.804193  3.8560  4.3902  0.3303  4.2946  4.1830  4.0929  3.9465  4.0034  3.8959  3.8012  3.6887  3.7024  3.6034  3.5856  3.5400
 100  0.808257  3.8580  4.3826  0.3484  4.2430  4.1330  4.0441  3.8999  3.9560  3.8504  3.7572  3.6475  3.6603  3.5630  3.5457  3.5016
 101  0.812205  3.8601  4.3750  0.3663  4.1923  4.0838  3.9960  3.8539  3.9093  3.8056  3.7138  3.6067  3.6187  3.5230  3.5063  3.4636
 102  0.816040  3.8621  4.3677  0.3839  4.1422  4.0353  3.9485  3.8087  3.8633  3.7615  3.6711  3.5667  3.5779  3.4839  3.4677  3.4264
 103  0.819761  3.8642  4.3605  0.4013  4.0929  3.9876  3.9019  3.7641  3.8181  3.7181  3.6291  3.5275  3.5378  3.4455  3.4298  3.3899
 104  0.823371  3.8662  4.3534  0.4183  4.0444  3.9406  3.8559  3.7204  3.7736  3.6755  3.5880  3.4891  3.4987  3.4079  3.3927  3.3542
 105  0.826875  3.8682  4.3466  0.4351  3.9966  3.8943  3.8107  3.6774  3.7298  3.6336  3.5476  3.4517  3.4604  3.3711  3.3565  3.3194
 106  0.830279  3.8702  4.3400  0.4515  3.9494  3.8487  3.7662  3.6352  3.6869  3.5927  3.5083  3.4157  3.4233  3.3356  3.3215  3.2858
 107  0.833586  3.8722  4.3335  0.4677  3.9029  3.8038  3.7223  3.5939  3.6447  3.5526  3.4699  3.3810  3.3875  3.3010  3.2875  3.2533
 108  0.836801  3.8742  4.3271  0.4836  3.8571  3.7596  3.6792  3.5532  3.6033  3.5133  3.4321  3.3470  3.3523  3.2672  3.2542  3.2215
 109  0.839925  3.8761  4.3208  0.4992  3.8122  3.7163  3.6369  3.5133  3.5625  3.4746  3.3951  3.3135  3.3177  3.2340  3.2215  3.1901
 110  0.842953  3.8780  4.3145  0.5145  3.7681  3.6737  3.5953  3.4740  3.5225  3.4365  3.3585  3.2805  3.2836  3.2012  3.1892  3.1592
 111  0.845874  3.8798  4.3081  0.5296  3.7250  3.6320  3.5546  3.4354  3.4832  3.3990  3.3226  3.2478  3.2498  3.1688  3.1573  3.1285
 112  0.847039  3.8806  4.3057  0.5358  3.7073  3.6149  3.5379  3.4197  3.4671  3.3838  3.3079  3.2345  3.2361  3.1557  3.1444  3.1161
 113  0.848201  3.8814  4.3034  0.5420  3.6895  3.5976  3.5211  3.4037  3.4509  3.3683  3.2930  3.2208  3.2219  3.1423  3.1312  3.1035
 114  0.849362  3.8822  4.3010  0.5483  3.6716  3.5803  3.5041  3.3875  3.4344  3.3525  3.2779  3.2068  3.2076  3.1287  3.1178  3.0906
 115  0.850518  3.8830  4.2986  0.5546  3.6535  3.5628  3.4870  3.3713  3.4179  3.3367  3.2626  3.1926  3.1930  3.1150  3.1042  3.0776
 116  0.851669  3.8839  4.2962  0.5610  3.6353  3.5451  3.4698  3.3548  3.4012  3.3207  3.2472  3.1782  3.1783  3.1010  3.0905  3.0644
 117  0.852813  3.8847  4.2936  0.5674  3.6170  3.5273  3.4524  3.3382  3.3843  3.3045  3.2315  3.1636  3.1633  3.0869  3.0765  3.0509
 118  0.853950  3.8855  4.2908  0.5740  3.5985  3.5093  3.4348  3.3213  3.3672  3.2881  3.2157  3.1488  3.1481  3.0725  3.0623  3.0372
 119  0.855080  3.8863  4.2880  0.5806  3.5798  3.4912  3.4170  3.3043  3.3499  3.2715  3.1996  3.1337  3.1327  3.0578  3.0478  3.0232
 120  0.856204  3.8871  4.2849  0.5873  3.5610  3.4729  3.3991  3.2872  3.3325  3.2547  3.1834  3.1184  3.1171  3.0430  3.0331  3.0090
 121  0.857321  3.8878  4.2817  0.5940  3.5420  3.4545  3.3811  3.2698  3.3148  3.2377  3.1669  3.1028  3.1012  3.0279  3.0182  2.9945
 122  0.858431  3.8886  4.2784  0.6009  3.5229  3.4359  3.3628  3.2523  3.2971  3.2206  3.1503  3.0871  3.0852  3.0126  3.0031  2.9798
 123  0.859535  3.8893  4.2749  0.6078  3.5037  3.4171  3.3444  3.2346  3.2791  3.2033  3.1335  3.0712  3.0690  2.9972  2.9878  2.9649
 124  0.860633  3.8900  4.2713  0.6147  3.4843  3.3982  3.3259  3.2167  3.2610  3.1858  3.1165  3.0551  3.0525  2.9815  2.9722  2.9498
 125  0.861725  3.8906  4.2675  0.6218  3.4648  3.3792  3.3072  3.1987  3.2428  3.1681  3.0993  3.0388  3.0360  2.9656  2.9565  2.9344
 126  0.862809  3.8913  4.2636  0.6289  3.4451  3.3600  3.2884  3.1805  3.2243  3.1503  3.0820  3.0223  3.0192  2.9496  2.9406  2.9189
 127  0.863888  3.8919  4.2595  0.6361  3.4253  3.3406  3.2694  3.1622  3.2058  3.1323  3.0645  3.0056  3.0022  2.9333  2.9244  2.9031
 128  0.864959  3.8925  4.2552  0.6433  3.4054  3.3211  3.2502  3.1437  3.1870  3.1142  3.0468  2.9888  2.9851  2.9169  2.9081  2.8871
 129  0.866023  3.8931  4.2507  0.6506  3.3852  3.3014  3.2308  3.1250  3.1681  3.0958  3.0290  2.9719  2.9679  2.9003  2.8916  2.8710
 130  0.867079  3.8937  4.2461  0.6580  3.3649  3.2816  3.2113  3.1061  3.1490  3.0773  3.0109  2.9547  2.9504  2.8834  2.8749  2.8545
 131  0.868128  3.8942  4.2413  0.6655  3.3445  3.2616  3.1917  3.0871  3.1298  3.0586  2.9927  2.9373  2.9327  2.8663  2.8579  2.8378
 132  0.869167  3.8947  4.2361  0.6731  3.3240  3.2415  3.1719  3.0679  3.1104  3.0397  2.9742  2.9195  2.9147  2.8489  2.8405  2.8207
 133  0.870195  3.8951  4.2306  0.6807  3.3034  3.2212  3.1519  3.0484  3.0907  3.0205  2.9553  2.9013  2.8963  2.8309  2.8227  2.8030
 134  0.871213  3.8954  4.2247  0.6885  3.2826  3.2008  3.1317  3.0287  3.0708  3.0010  2.9362  2.8828  2.8776  2.8127  2.8045  2.7850
 135  0.872222  3.8957  4.2186  0.6963  3.2618  3.1803  3.1114  3.0088  3.0508  2.9814  2.9168  2.8639  2.8585  2.7941  2.7859  2.7666
 136  0.873221  3.8960  4.2122  0.7041  3.2409  3.1596  3.0909  2.9888  3.0306  2.9615  2.8972  2.8448  2.8392  2.7752  2.7670  2.7478
 137  0.874209  3.8962  4.2055  0.7121  3.2198  3.1389  3.0703  2.9685  3.0102  2.9414  2.8773  2.8252  2.8195  2.7559  2.7477  2.7285
 138  0.875186  3.8963  4.1985  0.7201  3.1987  3.1180  3.0496  2.9480  2.9896  2.9210  2.8572  2.8053  2.7996  2.7362  2.7281  2.7089
 139  0.876150  3.8963  4.1911  0.7282  3.1775  3.0969  3.0287  2.9273  2.9689  2.9004  2.8367  2.7851  2.7792  2.7161  2.7080  2.6888
 140  0.877102  3.8963  4.1833  0.7364  3.1563  3.0758  3.0076  2.9065  2.9479  2.8796  2.8160  2.7644  2.7585  2.6957  2.6875  2.6681
 141  0.878041  3.8962  4.1751  0.7447  3.1350  3.0546  2.9865  2.8854  2.9268  2.8585  2.7950  2.7433  2.7375  2.6748  2.6665  2.6471
 142  0.878965  3.8960  4.1665  0.7530  3.1137  3.0333  2.9652  2.8641  2.9055  2.8372  2.7737  2.7218  2.7160  2.6534  2.6451  2.6254
 143  0.879874  3.8958  4.1575  0.7614  3.0924  3.0120  2.9438  2.8427  2.8841  2.8157  2.7521  2.6999  2.6942  2.6316  2.6232  2.6033
 144  0.880767  3.8954  4.1480  0.7698  3.0712  2.9906  2.9224  2.8210  2.8625  2.7939  2.7301  2.6775  2.6719  2.6093  2.6008  2.5805
 145  0.881644  3.8949  4.1379  0.7783  3.0499  2.9692  2.9009  2.7992  2.8408  2.7719  2.7079  2.6547  2.6492  2.5865  2.5778  2.5572
 146  0.882503  3.8943  4.1273  0.7869  3.0288  2.9478  2.8793  2.7773  2.8189  2.7497  2.6854  2.6314  2.6262  2.5632  2.5544  2.5333
 147  0.883344  3.8935  4.1161  0.7956  3.0078  2.9265  2.8577  2.7552  2.7970  2.7273  2.6626  2.6076  2.6027  2.5394  2.5303  2.5087
 148  0.884165  3.8927  4.1043  0.8042  2.9869  2.9052  2.8361  2.7329  2.7750  2.7047  2.6394  2.5833  2.5787  2.5150  2.5057  2.4834
 149  0.884966  3.8916  4.0917  0.8130  2.9663  2.8841  2.8146  2.7106  2.7529  2.6819  2.6161  2.5585  2.5544  2.4901  2.4805  2.4575
 150  0.885745  3.8904  4.0785  0.8217  2.9460  2.8631  2.7932  2.6882  2.7309  2.6589  2.5924  2.5334  2.5297  2.4647  2.4548  2.4310
 151  0.886503  3.8890  4.0645  0.8305  2.9260  2.8423  2.7719  2.6658  2.7088  2.6358  2.5685  2.5076  2.5046  2.4387  2.4284  2.4036
 152  0.887237  3.8874  4.0497  0.8393  2.9064  2.8218  2.7508  2.6434  2.6868  2.6126  2.5443  2.4813  2.4789  2.4120  2.4014  2.3755
 153  0.887948  3.8856  4.0341  0.8482  2.8873  2.8018  2.7299  2.6210  2.6649  2.5894  2.5199  2.4544  2.4528  2.3847  2.3736  2.3465
 154  0.888634  3.8836  4.0175  0.8570  2.8690  2.7821  2.7095  2.5987  2.6432  2.5660  2.4952  2.4268  2.4261  2.3567  2.3451  2.3167
 155  0.889294  3.8813  3.9999  0.8658  2.8513  2.7631  2.6894  2.5765  2.6218  2.5427  2.4703  2.3986  2.3990  2.3280  2.3159  2.2859
 156  0.889927  3.8788  3.9814  0.8745  2.8346  2.7447  2.6699  2.5546  2.6007  2.5194  2.4453  2.3697  2.3714  2.2987  2.2859  2.2542
 157  0.890534  3.8760  3.9617  0.8832  2.8188  2.7272  2.6511  2.5330  2.5800  2.4963  2.4203  2.3402  2.3434  2.2688  2.2553  2.2216
 158  0.891112  3.8729  3.9409  0.8918  2.8042  2.7105  2.6330  2.5119  2.5599  2.4735  2.3953  2.3104  2.3153  2.2385  2.2241  2.1883
 159  0.891663  3.8694  3.9190  0.9004  2.7906  2.6947  2.6156  2.4912  2.5404  2.4510  2.3705  2.2805  2.2872  2.2078  2.1925  2.1544
 160  0.892186  3.8657  3.8959  0.9088  2.7784  2.6799  2.5990  2.4711  2.5215  2.4289  2.3458  2.2510  2.2593  2.1769  2.1608  2.1201
 161  0.892680  3.8617  3.8716  0.9170  2.7675  2.6662  2.5834  2.4516  2.5033  2.4072  2.3215  2.2214  2.2314  2.1458  2.1287  2.0854
 162  0.893018  3.8586  3.8537  0.9229  2.7606  2.6572  2.5729  2.4381  2.4908  2.3921  2.3043  2.2003  2.2115  2.1235  2.1056  2.0602
 163  0.893350  3.8553  3.8349  0.9287  2.7542  2.6485  2.5626  2.4247  2.4785  2.3769  2.2869  2.1784  2.1912  2.1006  2.0819  2.0343
 164  0.893677  3.8519  3.8153  0.9347  2.7484  2.6402  2.5525  2.4113  2.4663  2.3616  2.2692  2.1560  2.1704  2.0772  2.0576  2.0076
 165  0.893998  3.8482  3.7949  0.9407  2.7434  2.6325  2.5429  2.3980  2.4543  2.3463  2.2514  2.1332  2.1493  2.0532  2.0327  1.9801
 166  0.894314  3.8444  3.7736  0.9467  2.7393  2.6253  2.5336  2.3848  2.4425  2.3310  2.2334  2.1100  2.1279  2.0287  2.0071  1.9519
 167  0.894625  3.8404  3.7518  0.9528  2.7359  2.6186  2.5248  2.3717  2.4308  2.3156  2.2151  2.0867  2.1063  2.0037  1.9811  1.9231
 168  0.894933  3.8364  3.7297  0.9590  2.7325  2.6118  2.5156  2.3585  2.4190  2.3001  2.1969  2.0634  2.0849  1.9787  1.9551  1.8942
 169  0.895238  3.8323  3.7071  0.9653  2.7292  2.6050  2.5062  2.3452  2.4072  2.2846  2.1786  2.0402  2.0634  1.9536  1.9289  1.8652
 170  0.895539  3.8281  3.6842  0.9715  2.7264  2.5987  2.4975  2.3321  2.3957  2.2692  2.1603  2.0167  2.0418  1.9284  1.9026  1.8358
 171  0.895837  3.8237  3.6607  0.9778  2.7245  2.5930  2.4891  2.3192  2.3844  2.2540  2.1421  1.9934  2.0202  1.9031  1.8760  1.8061
 172  0.896132  3.8191  3.6363  0.9840  2.7239  2.5880  2.4812  2.3066  2.3736  2.2388  2.1237  1.9699  1.9986  1.8773  1.8490  1.7757
 173  0.896424  3.8145  3.6115  0.9902  2.7245  2.5839  2.4740  2.2940  2.3629  2.2236  2.1051  1.9455  1.9765  1.8508  1.8213  1.7446
 174  0.896717  3.8096  3.5860  0.9962  2.7262  2.5807  2.4674  2.2824  2.3532  2.2093  2.0875  1.9226  1.9555  1.8253  1.7944  1.7142
