EEP   M/Mo    LogTeff  LogG   LogL/Lo F435W   F475W   F502N   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W   F850LP  
 167  0.891660  3.7982  3.7015  0.8326  3.1629  2.9777  2.8316  2.6327  2.7121  2.5549  2.4222  2.2518  2.2801  2.1505  2.1194  2.0384
 168  0.892387  3.7935  3.6799  0.8359  3.1770  2.9838  2.8325  2.6275  2.7092  2.5471  2.4110  2.2349  2.2651  2.1316  2.0992  2.0148
 169  0.893112  3.7884  3.6587  0.8372  3.1982  2.9961  2.8389  2.6278  2.7118  2.5448  2.4051  2.2238  2.2556  2.1177  2.0840  1.9958
 170  0.893800  3.7831  3.6387  0.8364  3.2260  3.0143  2.8509  2.6335  2.7200  2.5478  2.4045  2.2182  2.2515  2.1091  2.0738  1.9819
 171  0.894429  3.7780  3.6214  0.8337  3.2593  3.0378  2.8683  2.6445  2.7334  2.5563  2.4094  2.2183  2.2529  2.1061  2.0695  1.9738
 172  0.895006  3.7733  3.6063  0.8299  3.2951  3.0639  2.8879  2.6585  2.7498  2.5678  2.4176  2.2221  2.2582  2.1068  2.0688  1.9696
 173  0.895544  3.7687  3.5926  0.8258  3.3309  3.0902  2.9079  2.6733  2.7669  2.5803  2.4269  2.2274  2.2648  2.1090  2.0698  1.9672
 174  0.896110  3.7642  3.5787  0.8218  3.3673  3.1169  2.9284  2.6883  2.7841  2.5928  2.4362  2.2330  2.2715  2.1113  2.0708  1.9647
 175  0.896747  3.7594  3.5614  0.8202  3.4001  3.1392  2.9442  2.6982  2.7965  2.6002  2.4402  2.2328  2.2724  2.1078  2.0659  1.9562
 176  0.897459  3.7547  3.5412  0.8219  3.4252  3.1537  2.9522  2.7005  2.8012  2.6000  2.4366  2.2251  2.2658  2.0969  2.0535  1.9402
 177  0.898070  3.7512  3.5210  0.8286  3.4305  3.1511  2.9447  2.6888  2.7913  2.5865  2.4206  2.2064  2.2479  2.0756  2.0312  1.9151
 178  0.898547  3.7488  3.5038  0.8362  3.4273  3.1423  2.9324  2.6736  2.7773  2.5699  2.4023  2.1863  2.2282  2.0535  2.0083  1.8903
 179  0.898954  3.7469  3.4882  0.8446  3.4187  3.1292  2.9165  2.6555  2.7602  2.5508  2.3819  2.1644  2.2066  2.0302  1.9844  1.8649
 180  0.899317  3.7456  3.4743  0.8533  3.4060  3.1133  2.8985  2.6360  2.7414  2.5306  2.3607  2.1422  2.1845  2.0069  1.9607  1.8402
 181  0.899653  3.7441  3.4601  0.8617  3.3951  3.0987  2.8816  2.6174  2.7235  2.5111  2.3400  2.1205  2.1629  1.9840  1.9373  1.8156
 182  0.900099  3.7425  3.4414  0.8741  3.3750  3.0747  2.8551  2.5891  2.6961  2.4818  2.3097  2.0889  2.1315  1.9511  1.9039  1.7809
 183  0.900541  3.7410  3.4225  0.8875  3.3517  3.0479  2.8261  2.5584  2.6661  2.4503  2.2771  2.0553  2.0979  1.9163  1.8686  1.7444
 184  0.900979  3.7397  3.4033  0.9017  3.3250  3.0181  2.7944  2.5253  2.6336  2.4164  2.2423  2.0196  2.0623  1.8794  1.8314  1.7061
 185  0.901412  3.7385  3.3840  0.9162  3.2974  2.9876  2.7621  2.4915  2.6005  2.3819  2.2068  1.9832  2.0261  1.8420  1.7936  1.6673
 186  0.901843  3.7373  3.3644  0.9314  3.2672  2.9548  2.7276  2.4558  2.5653  2.3455  2.1696  1.9452  1.9882  1.8030  1.7542  1.6269
 187  0.902270  3.7363  3.3446  0.9472  3.2351  2.9202  2.6916  2.4185  2.5285  2.3076  2.1310  1.9058  1.9489  1.7627  1.7135  1.5854
 188  0.902695  3.7352  3.3247  0.9631  3.2023  2.8851  2.6550  2.3807  2.4913  2.2692  2.0918  1.8659  1.9091  1.7219  1.6724  1.5434
 189  0.903117  3.7343  3.3045  0.9796  3.1678  2.8484  2.6169  2.3415  2.4525  2.2294  2.0514  1.8248  1.8680  1.6799  1.6301  1.5003
 190  0.903536  3.7333  3.2840  0.9966  3.1320  2.8104  2.5776  2.3011  2.4126  2.1885  2.0098  1.7826  1.8258  1.6368  1.5867  1.4561
 191  0.903951  3.7324  3.2633  1.0138  3.0955  2.7718  2.5376  2.2601  2.3721  2.1470  1.9676  1.7397  1.7830  1.5932  1.5427  1.4113
 192  0.904360  3.7315  3.2418  1.0319  3.0566  2.7308  2.4954  2.2169  2.3293  2.1032  1.9231  1.6947  1.7380  1.5473  1.4965  1.3644
 193  0.904759  3.7306  3.2193  1.0509  3.0156  2.6877  2.4509  2.1714  2.2843  2.0572  1.8765  1.6475  1.6908  1.4992  1.4481  1.3151
 194  0.905150  3.7297  3.1961  1.0707  2.9728  2.6428  2.4047  2.1241  2.2375  2.0094  1.8280  1.5984  1.6417  1.4493  1.3979  1.2641
 195  0.905534  3.7287  3.1721  1.0910  2.9286  2.5964  2.3569  2.0754  2.1892  1.9600  1.7780  1.5478  1.5911  1.3977  1.3460  1.2114
 196  0.905910  3.7278  3.1475  1.1121  2.8827  2.5483  2.3075  2.0249  2.1391  1.9089  1.7263  1.4955  1.5388  1.3445  1.2924  1.1570
 197  0.906278  3.7269  3.1222  1.1338  2.8354  2.4988  2.2566  1.9730  2.0877  1.8564  1.6731  1.4418  1.4851  1.2898  1.2374  1.1011
 198  0.906638  3.7259  3.0962  1.1561  2.7871  2.4482  2.2045  1.9197  2.0349  1.8025  1.6185  1.3866  1.4299  1.2335  1.1808  1.0437
 199  0.906989  3.7249  3.0695  1.1789  2.7375  2.3962  2.1510  1.8650  1.9808  1.7472  1.5624  1.3299  1.3733  1.1759  1.1228  0.9848
 200  0.907333  3.7239  3.0422  1.2023  2.6870  2.3431  2.0964  1.8092  1.9254  1.6907  1.5051  1.2720  1.3153  1.1168  1.0634  0.9245
 201  0.907667  3.7228  3.0142  1.2263  2.6356  2.2889  2.0406  1.7519  1.8687  1.6327  1.4463  1.2125  1.2558  1.0562  1.0024  0.8626
 202  0.907993  3.7217  2.9856  1.2507  2.5835  2.2339  1.9839  1.6937  1.8111  1.5737  1.3864  1.1518  1.1951  0.9945  0.9403  0.7995
 203  0.908309  3.7205  2.9561  1.2757  2.5312  2.1783  1.9265  1.6345  1.7526  1.5137  1.3254  1.0899  1.1332  0.9313  0.8767  0.7350
 204  0.908617  3.7193  2.9260  1.3011  2.4780  2.1217  1.8679  1.5742  1.6930  1.4525  1.2632  1.0268  1.0701  0.8670  0.8120  0.6692
 205  0.908913  3.7181  2.8952  1.3270  2.4239  2.0641  1.8084  1.5128  1.6323  1.3902  1.1998  0.9626  1.0058  0.8015  0.7460  0.6021
 206  0.909201  3.7168  2.8637  1.3534  2.3690  2.0056  1.7479  1.4505  1.5708  1.3269  1.1355  0.8974  0.9405  0.7349  0.6789  0.5339
 207  0.909478  3.7154  2.8317  1.3802  2.3134  1.9464  1.6865  1.3873  1.5083  1.2628  1.0703  0.8314  0.8743  0.6673  0.6108  0.4647
 208  0.909746  3.7141  2.7992  1.4074  2.2568  1.8861  1.6242  1.3232  1.4450  1.1977  1.0042  0.7645  0.8073  0.5988  0.5419  0.3945
 209  0.910003  3.7127  2.7661  1.4351  2.1997  1.8253  1.5611  1.2583  1.3808  1.1318  0.9372  0.6967  0.7393  0.5294  0.4720  0.3233
 210  0.910250  3.7112  2.7324  1.4630  2.1422  1.7639  1.4975  1.1928  1.3161  1.0653  0.8695  0.6283  0.6706  0.4592  0.4012  0.2513
 211  0.910487  3.7097  2.6982  1.4914  2.0842  1.7019  1.4332  1.1266  1.2507  0.9980  0.8010  0.5591  0.6011  0.3882  0.3297  0.1784
 212  0.910715  3.7082  2.6636  1.5200  2.0259  1.6395  1.3683  1.0598  1.1848  0.9301  0.7320  0.4893  0.5310  0.3164  0.2573  0.1046
 213  0.910932  3.7067  2.6285  1.5489  1.9673  1.5767  1.3030  0.9925  1.1183  0.8617  0.6623  0.4190  0.4602  0.2440  0.1843  0.0302
 214  0.911140  3.7051  2.5930  1.5782  1.9086  1.5135  1.2373  0.9247  1.0514  0.7927  0.5920  0.3481  0.3889  0.1710  0.1107 -0.0449
 215  0.911338  3.7034  2.5571  1.6076  1.8498  1.4501  1.1713  0.8564  0.9841  0.7233  0.5213  0.2767  0.3170  0.0973  0.0364 -0.1207
 216  0.911527  3.7018  2.5208  1.6373  1.7909  1.3865  1.1050  0.7879  0.9165  0.6535  0.4501  0.2048  0.2446  0.0232 -0.0384 -0.1971
 217  0.911553  3.7015  2.5158  1.6415  1.7826  1.3775  1.0956  0.7782  0.9070  0.6436  0.4401  0.1947  0.2344  0.0128 -0.0489 -0.2078
 218  0.911579  3.7013  2.5106  1.6457  1.7744  1.3686  1.0863  0.7686  0.8975  0.6338  0.4301  0.1845  0.2242  0.0023 -0.0594 -0.2186
 219  0.911604  3.7011  2.5055  1.6499  1.7662  1.3597  1.0770  0.7590  0.8880  0.6240  0.4200  0.1744  0.2140 -0.0082 -0.0700 -0.2293
 220  0.911630  3.7008  2.5003  1.6541  1.7579  1.3507  1.0677  0.7492  0.8784  0.6141  0.4099  0.1642  0.2038 -0.0187 -0.0806 -0.2402
 221  0.911655  3.7006  2.4951  1.6583  1.7497  1.3418  1.0583  0.7396  0.8689  0.6042  0.3998  0.1539  0.1935 -0.0292 -0.0912 -0.2511
 222  0.911680  3.7003  2.4899  1.6626  1.7414  1.3328  1.0489  0.7298  0.8593  0.5943  0.3897  0.1437  0.1832 -0.0398 -0.1019 -0.2620
 223  0.911706  3.7001  2.4846  1.6669  1.7331  1.3237  1.0395  0.7200  0.8496  0.5843  0.3795  0.1334  0.1728 -0.0504 -0.1126 -0.2729
 224  0.911731  3.6998  2.4793  1.6711  1.7247  1.3147  1.0300  0.7102  0.8400  0.5743  0.3693  0.1230  0.1624 -0.0611 -0.1234 -0.2839
 225  0.911756  3.6996  2.4740  1.6754  1.7163  1.3056  1.0205  0.7004  0.8303  0.5643  0.3591  0.1126  0.1520 -0.0718 -0.1342 -0.2950
 226  0.911781  3.6993  2.4687  1.6797  1.7080  1.2965  1.0110  0.6905  0.8206  0.5542  0.3488  0.1022  0.1416 -0.0825 -0.1450 -0.3061
 227  0.912016  3.6967  2.4160  1.7223  1.6258  1.2071  0.9178  0.5936  0.7251  0.4552  0.2477 -0.0012  0.0386 -0.1882 -0.2518 -0.4155
 228  0.912229  3.6942  2.3641  1.7640  1.5462  1.1204  0.8274  0.4995  0.6324  0.3589  0.1493 -0.1023 -0.0618 -0.2913 -0.3560 -0.5224
 229  0.912437  3.6914  2.3095  1.8078  1.4636  1.0301  0.7331  0.4011  0.5357  0.2583  0.0463 -0.2082 -0.1669 -0.3993 -0.4653 -0.6345
 230  0.912618  3.6888  2.2583  1.8487  1.3874  0.9463  0.6452  0.3094  0.4455  0.1644 -0.0498 -0.3065 -0.2651 -0.5002 -0.5673 -0.7393
 231  0.912783  3.6863  2.2079  1.8888  1.3140  0.8650  0.5595  0.2199  0.3576  0.0727 -0.1438 -0.4018 -0.3611 -0.5990 -0.6672 -0.8417
 232  0.912934  3.6837  2.1593  1.9275  1.2440  0.7871  0.4773  0.1339  0.2733 -0.0154 -0.2340 -0.4931 -0.4534 -0.6940 -0.7633 -0.9403
 233  0.913073  3.6813  2.1122  1.9648  1.1772  0.7125  0.3985  0.0513  0.1923 -0.1001 -0.3209 -0.5809 -0.5424 -0.7856 -0.8558 -1.0354
 234  0.913206  3.6789  2.0672  2.0004  1.1140  0.6418  0.3237 -0.0272  0.1155 -0.1806 -0.4035 -0.6646 -0.6270 -0.8728 -0.9441 -1.1260
 235  0.913330  3.6770  2.0301  2.0299  1.0623  0.5837  0.2624 -0.0917  0.0523 -0.2468 -0.4715 -0.7335 -0.6968 -0.9446 -1.0167 -1.2007
 236  0.913445  3.6761  2.0104  2.0458  1.0333  0.5515  0.2286 -0.1271  0.0176 -0.2831 -0.5086 -0.7710 -0.7348 -0.9836 -1.0561 -1.2411
 237  0.913565  3.6765  2.0155  2.0424  1.0372  0.5568  0.2345 -0.1205  0.0239 -0.2761 -0.5013 -0.7635 -0.7271 -0.9755 -1.0478 -1.2324
 238  0.913687  3.6743  1.9733  2.0762  0.9772  0.4897  0.1637 -0.1949 -0.0489 -0.3525 -0.5796 -0.8429 -0.8074 -1.0580 -1.1313 -1.3181
 239  0.913805  3.6711  1.9157  2.1211  0.9024  0.4042  0.0729 -0.2913 -0.1430 -0.4518 -0.6820 -0.9469 -0.9128 -1.1669 -1.2417 -1.4318
 240  0.913912  3.6680  1.8592  2.1649  0.8307  0.3219 -0.0147 -0.3846 -0.2339 -0.5481 -0.7813 -1.0479 -1.0151 -1.2727 -1.3490 -1.5425
 241  0.914006  3.6650  1.8064  2.2058  0.7650  0.2461 -0.0956 -0.4708 -0.3178 -0.6372 -0.8733 -1.1416 -1.1101 -1.3711 -1.4488 -1.6456
 242  0.914095  3.6619  1.7527  2.2472  0.6993  0.1700 -0.1767 -0.5578 -0.4023 -0.7271 -0.9661 -1.2361 -1.2060 -1.4706 -1.5497 -1.7500
 243  0.914176  3.6589  1.7006  2.2873  0.6369  0.0975 -0.2541 -0.6409 -0.4829 -0.8131 -1.0551 -1.3269 -1.2982 -1.5663 -1.6469 -1.8506
 244  0.914248  3.6560  1.6505  2.3259  0.5781  0.0288 -0.3276 -0.7200 -0.5597 -0.8952 -1.1400 -1.4136 -1.3863 -1.6580 -1.7401 -1.9471
 245  0.914315  3.6531  1.6003  2.3643  0.5206 -0.0386 -0.3996 -0.7981 -0.6352 -0.9763 -1.2240 -1.4995 -1.4735 -1.7490 -1.8325 -2.0431
 246  0.914377  3.6502  1.5511  2.4021  0.4651 -0.1039 -0.4695 -0.8742 -0.7087 -1.0554 -1.3061 -1.5835 -1.5587 -1.8381 -1.9232 -2.1372
 247  0.914433  3.6473  1.5030  2.4388  0.4125 -0.1663 -0.5361 -0.9475 -0.7793 -1.1317 -1.3853 -1.6648 -1.6410 -1.9244 -2.0110 -2.2284
 248  0.914484  3.6445  1.4561  2.4743  0.3638 -0.2248 -0.5987 -1.0169 -0.8461 -1.2042 -1.4609 -1.7425 -1.7196 -2.0073 -2.0954 -2.3162
 249  0.914533  3.6416  1.4088  2.5100  0.3160 -0.2826 -0.6604 -1.0860 -0.9123 -1.2766 -1.5363 -1.8203 -1.7983 -2.0904 -2.1801 -2.4045
 250  0.914576  3.6388  1.3638  2.5440  0.2716 -0.3364 -0.7180 -1.1509 -0.9744 -1.3446 -1.6074 -1.8936 -1.8725 -2.1691 -2.2602 -2.4881
 251  0.914618  3.6360  1.3183  2.5780  0.2285 -0.3892 -0.7742 -1.2150 -1.0357 -1.4121 -1.6781 -1.9666 -1.9464 -2.2476 -2.3403 -2.5718
 252  0.914655  3.6332  1.2742  2.6111  0.1878 -0.4394 -0.8277 -1.2766 -1.0943 -1.4770 -1.7460 -2.0370 -2.0175 -2.3235 -2.4177 -2.6527
 253  0.914691  3.6305  1.2307  2.6437  0.1487 -0.4879 -0.8791 -1.3366 -1.1513 -1.5402 -1.8123 -2.1058 -2.0870 -2.3979 -2.4937 -2.7322
 254  0.914723  3.6277  1.1879  2.6757  0.1115 -0.5345 -0.9282 -1.3947 -1.2063 -1.6016 -1.8768 -2.1728 -2.1547 -2.4707 -2.5681 -2.8101
 255  0.914754  3.6251  1.1462  2.7068  0.0762 -0.5788 -0.9746 -1.4503 -1.2589 -1.6605 -1.9387 -2.2374 -2.2198 -2.5411 -2.6400 -2.8856
 256  0.914782  3.6225  1.1054  2.7373  0.0423 -0.6214 -1.0190 -1.5042 -1.3098 -1.7177 -1.9989 -2.3002 -2.2832 -2.6098 -2.7103 -2.9594
 257  0.914808  3.6199  1.0650  2.7673  0.0101 -0.6623 -1.0612 -1.5565 -1.3589 -1.7733 -2.0574 -2.3614 -2.3450 -2.6772 -2.7792 -3.0320
 258  0.914833  3.6174  1.0255  2.7967 -0.0210 -0.7017 -1.1015 -1.6072 -1.4065 -1.8272 -2.1142 -2.4209 -2.4050 -2.7429 -2.8466 -3.1029
 259  0.914856  3.6149  0.9871  2.8252 -0.0499 -0.7387 -1.1391 -1.6554 -1.4516 -1.8785 -2.1685 -2.4778 -2.4625 -2.8064 -2.9117 -3.1715
 260  0.914877  3.6124  0.9491  2.8533 -0.0768 -0.7736 -1.1742 -1.7017 -1.4946 -1.9279 -2.2208 -2.5328 -2.5180 -2.8682 -2.9752 -3.2387
 261  0.914898  3.6099  0.9113  2.8811 -0.1025 -0.8072 -1.2076 -1.7469 -1.5365 -1.9762 -2.2720 -2.5868 -2.5724 -2.9294 -3.0381 -3.3053
 262  0.914917  3.6075  0.8747  2.9081 -0.1265 -0.8389 -1.2384 -1.7899 -1.5763 -2.0222 -2.3207 -2.6382 -2.6243 -2.9884 -3.0988 -3.3697
 263  0.914935  3.6051  0.8386  2.9345 -0.1487 -0.8686 -1.2669 -1.8310 -1.6141 -2.0663 -2.3675 -2.6877 -2.6743 -3.0458 -3.1580 -3.4327
 264  0.914951  3.6028  0.8033  2.9605 -0.1701 -0.8972 -1.2937 -1.8708 -1.6506 -2.1088 -2.4126 -2.7356 -2.7226 -3.1019 -3.2159 -3.4944
 265  0.914967  3.6004  0.7683  2.9862 -0.1905 -0.9247 -1.3190 -1.9093 -1.6859 -2.1500 -2.4564 -2.7821 -2.7698 -3.1570 -3.2729 -3.5553
 266  0.914982  3.5981  0.7341  3.0112 -0.2096 -0.9507 -1.3423 -1.9459 -1.7195 -2.1893 -2.4981 -2.8266 -2.8148 -3.2105 -3.3282 -3.6146
 267  0.914997  3.5959  0.7007  3.0357 -0.2272 -0.9750 -1.3635 -1.9808 -1.7513 -2.2267 -2.5378 -2.8690 -2.8579 -3.2624 -3.3821 -3.6726
 268  0.915010  3.5937  0.6678  3.0597 -0.2435 -0.9979 -1.3826 -2.0140 -1.7814 -2.2621 -2.5755 -2.9095 -2.8991 -3.3130 -3.4347 -3.7293
 269  0.915023  3.5915  0.6355  3.0833 -0.2585 -1.0194 -1.3998 -2.0456 -1.8100 -2.2958 -2.6112 -2.9480 -2.9385 -3.3624 -3.4862 -3.7850
 270  0.915035  3.5894  0.6038  3.1064 -0.2717 -1.0391 -1.4148 -2.0757 -1.8369 -2.3275 -2.6449 -2.9845 -2.9759 -3.4103 -3.5364 -3.8395
 271  0.915046  3.5872  0.5725  3.1292 -0.2839 -1.0577 -1.4282 -2.1045 -1.8625 -2.3578 -2.6770 -3.0194 -3.0118 -3.4574 -3.5857 -3.8933
 272  0.915057  3.5852  0.5421  3.1513 -0.2947 -1.0747 -1.4395 -2.1314 -1.8863 -2.3859 -2.7068 -3.0520 -3.0454 -3.5027 -3.6334 -3.9454
 273  0.915067  3.5831  0.5120  3.1732 -0.3040 -1.0900 -1.4484 -2.1567 -1.9084 -2.4120 -2.7345 -3.0825 -3.0770 -3.5470 -3.6800 -3.9968
 274  0.915077  3.5811  0.4827  3.1944 -0.3108 -1.1029 -1.4539 -2.1794 -1.9278 -2.4354 -2.7593 -3.1102 -3.1060 -3.5894 -3.7250 -4.0465
 275  0.915086  3.5791  0.4537  3.2154 -0.3163 -1.1145 -1.4571 -2.2010 -1.9460 -2.4574 -2.7826 -3.1364 -3.1336 -3.6313 -3.7695 -4.0961
 276  0.915095  3.5771  0.4256  3.2357 -0.3210 -1.1249 -1.4586 -2.2210 -1.9627 -2.4774 -2.8038 -3.1606 -3.1591 -3.6713 -3.8123 -4.1438
 277  0.915104  3.5753  0.3985  3.2554 -0.3252 -1.1346 -1.4589 -2.2396 -1.9781 -2.4958 -2.8231 -3.1829 -3.1828 -3.7100 -3.8536 -4.1901
 278  0.915112  3.5733  0.3713  3.2745 -0.3242 -1.1389 -1.4521 -2.2532 -1.9883 -2.5087 -2.8368 -3.1999 -3.2014 -3.7459 -3.8926 -4.2347
 279  0.915120  3.5716  0.3477  3.2916 -0.3265 -1.1458 -1.4495 -2.2673 -1.9996 -2.5221 -2.8507 -3.2165 -3.2193 -3.7789 -3.9282 -4.2748
