EEP   M/Mo    LogTeff  LogG   LogL/Lo F435W   F475W   F502N   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W   F850LP  
  42  0.934576  3.7966  4.5272  0.0212  5.2266  5.0352  4.8849  4.6752  4.7583  4.5957  4.4591  4.2931  4.3176  4.1780  4.1452  4.0606
  43  0.949042  3.8005  4.5156  0.0551  5.1243  4.9407  4.7957  4.5906  4.6716  4.5128  4.3789  4.2158  4.2398  4.1035  4.0716  3.9894
  44  0.964072  3.8043  4.5028  0.0899  5.0207  4.8443  4.7043  4.5038  4.5828  4.4276  4.2965  4.1359  4.1596  4.0266  3.9956  3.9157
  45  0.979678  3.8081  4.4891  0.1257  4.9155  4.7461  4.6107  4.4147  4.4917  4.3402  4.2117  4.0537  4.0769  3.9475  3.9172  3.8395
  46  0.996006  3.8119  4.4748  0.1626  4.8076  4.6449  4.5141  4.3227  4.3978  4.2498  4.1241  3.9684  3.9913  3.8656  3.8362  3.7607
  47  1.012378  3.8158  4.4607  0.1992  4.7009  4.5446  4.4183  4.2314  4.3045  4.1603  4.0373  3.8839  3.9065  3.7847  3.7560  3.6828
  48  1.028424  3.8195  4.4470  0.2347  4.5978  4.4475  4.3252  4.1428  4.2141  4.0733  3.9530  3.8017  3.8241  3.7060  3.6782  3.6070
  49  1.045850  3.8236  4.4327  0.2725  4.4882  4.3441  4.2262  4.0486  4.1177  3.9808  3.8634  3.7145  3.7367  3.6227  3.5957  3.5267
  50  1.066134  3.8285  4.4179  0.3152  4.3641  4.2270  4.1141  3.9422  4.0089  3.8765  3.7625  3.6164  3.6386  3.5295  3.5034  3.4370
  51  1.087556  3.8337  4.4036  0.3592  4.2359  4.1061  3.9982  3.8325  3.8965  3.7690  3.6588  3.5158  3.5378  3.4341  3.4090  3.3453
  52  1.097432  3.8362  4.3971  0.3793  4.1774  4.0507  3.9451  3.7821  3.8450  3.7198  3.6113  3.4696  3.4915  3.3904  3.3657  3.3033
  53  1.106276  3.8384  4.3912  0.3974  4.1251  4.0011  3.8976  3.7370  3.7989  3.6756  3.5687  3.4282  3.4500  3.3513  3.3270  3.2657
  54  1.113388  3.8401  4.3863  0.4120  4.0827  3.9610  3.8590  3.7005  3.7615  3.6399  3.5342  3.3946  3.4164  3.3196  3.2956  3.2352
  55  1.119289  3.8416  4.3821  0.4244  4.0470  3.9271  3.8264  3.6696  3.7298  3.6096  3.5050  3.3662  3.3880  3.2928  3.2691  3.2093
  56  1.124679  3.8429  4.3781  0.4359  4.0139  3.8956  3.7962  3.6409  3.7005  3.5816  3.4780  3.3400  3.3617  3.2680  3.2445  3.1854
  57  1.130680  3.8444  4.3738  0.4484  3.9775  3.8611  3.7630  3.6096  3.6684  3.5509  3.4484  3.3112  3.3329  3.2409  3.2176  3.1592
  58  1.140774  3.8469  4.3676  0.4684  3.9190  3.8058  3.7100  3.5597  3.6172  3.5021  3.4016  3.2661  3.2875  3.1984  3.1756  3.1183
  59  1.229470  3.8714  4.3266  0.6402  3.4137  3.3280  3.2529  3.1317  3.1767  3.0854  3.0038  2.8817  2.9030  2.8432  2.8238  2.7761
  60  1.234761  3.8730  4.3248  0.6503  3.3841  3.3000  3.2261  3.1066  3.1509  3.0610  2.9807  2.8592  2.8806  2.8228  2.8036  2.7564
  61  1.245002  3.8761  4.3228  0.6681  3.3314  3.2502  3.1788  3.0626  3.1054  3.0183  2.9403  2.8202  2.8417  2.7877  2.7689  2.7227
  62  1.357054  3.9058  4.2816  0.8657  2.7693  2.7149  2.6660  2.5802  2.6093  2.5485  2.4930  2.3807  2.4066  2.3913  2.3748  2.3357
  63  1.383243  3.9115  4.2663  0.9120  2.6402  2.5913  2.5470  2.4676  2.4940  2.4386  2.3879  2.2779  2.3049  2.2968  2.2805  2.2423
  64  1.399772  3.9148  4.2564  0.9400  2.5627  2.5169  2.4756  2.3995  2.4243  2.3721  2.3242  2.2147  2.2427  2.2392  2.2229  2.1849
  65  1.410657  3.9166  4.2493  0.9579  2.5138  2.4698  2.4302  2.3561  2.3799  2.3295  2.2831  2.1737  2.2024  2.2016  2.1854  2.1473
  66  1.418897  3.9178  4.2428  0.9716  2.4768  2.4340  2.3956  2.3226  2.3458  2.2966  2.2513  2.1417  2.1709  2.1720  2.1557  2.1176
  67  1.425807  3.9186  4.2363  0.9834  2.4452  2.4033  2.3658  2.2937  2.3165  2.2680  2.2235  2.1137  2.1434  2.1459  2.1295  2.0912
  68  1.432115  3.9192  4.2297  0.9944  2.4160  2.3749  2.3380  2.2667  2.2891  2.2413  2.1974  2.0874  2.1175  2.1210  2.1045  2.0662
  69  1.438291  3.9197  4.2229  1.0051  2.3875  2.3471  2.3108  2.2401  2.2622  2.2150  2.1716  2.0615  2.0918  2.0963  2.0798  2.0413
  70  1.444625  3.9202  4.2157  1.0161  2.3585  2.3187  2.2830  2.2130  2.2347  2.1880  2.1451  2.0348  2.0655  2.0709  2.0543  2.0157
  71  1.451272  3.9206  4.2080  1.0276  2.3283  2.2891  2.2540  2.1845  2.2059  2.1598  2.1174  2.0069  2.0380  2.0442  2.0275  1.9887
  72  1.457805  3.9210  4.2001  1.0389  2.2985  2.2598  2.2252  2.1563  2.1775  2.1319  2.0899  1.9793  2.0106  2.0176  2.0008  1.9618
  73  1.464166  3.9212  4.1918  1.0499  2.2698  2.2315  2.1973  2.1288  2.1498  2.1045  2.0628  1.9520  1.9836  1.9911  1.9742  1.9350
  74  1.470399  3.9212  4.1831  1.0607  2.2420  2.2039  2.1700  2.1018  2.1226  2.0775  2.0360  1.9251  1.9568  1.9647  1.9477  1.9083
  75  1.476333  3.9212  4.1741  1.0712  2.2149  2.1771  2.1433  2.0753  2.0960  2.0510  2.0097  1.8986  1.9305  1.9385  1.9215  1.8819
  76  1.482409  3.9210  4.1647  1.0817  2.1879  2.1502  2.1164  2.0485  2.0692  2.0242  1.9829  1.8717  1.9037  1.9117  1.8946  1.8547
  77  1.488495  3.9207  4.1548  1.0922  2.1609  2.1232  2.0893  2.0214  2.0421  1.9971  1.9557  1.8445  1.8765  1.8845  1.8672  1.8271
  78  1.494740  3.9204  4.1443  1.1030  2.1335  2.0956  2.0617  1.9937  2.0145  1.9693  1.9278  1.8164  1.8485  1.8563  1.8389  1.7985
  79  1.501167  3.9199  4.1331  1.1142  2.1053  2.0673  2.0331  1.9650  1.9859  1.9405  1.8988  1.7873  1.8194  1.8268  1.8094  1.7687
  80  1.508004  3.9193  4.1210  1.1259  2.0757  2.0374  2.0030  1.9347  1.9556  1.9100  1.8680  1.7564  1.7885  1.7954  1.7779  1.7368
  81  1.515043  3.9186  4.1079  1.1381  2.0452  2.0065  1.9716  1.9030  1.9242  1.8781  1.8358  1.7240  1.7560  1.7623  1.7446  1.7032
  82  1.519367  3.9180  4.0994  1.1457  2.0265  1.9875  1.9523  1.8833  1.9047  1.8582  1.8156  1.7037  1.7357  1.7415  1.7237  1.6821
  83  1.523703  3.9174  4.0907  1.1532  2.0079  1.9685  1.9329  1.8636  1.8852  1.8383  1.7954  1.6833  1.7153  1.7205  1.7026  1.6608
  84  1.527997  3.9167  4.0817  1.1607  1.9897  1.9499  1.9138  1.8441  1.8658  1.8186  1.7752  1.6630  1.6948  1.6994  1.6814  1.6393
  85  1.532217  3.9160  4.0726  1.1680  1.9719  1.9316  1.8950  1.8248  1.8468  1.7990  1.7551  1.6427  1.6745  1.6783  1.6602  1.6179
  86  1.536357  3.9152  4.0634  1.1752  1.9548  1.9138  1.8767  1.8058  1.8282  1.7798  1.7354  1.6227  1.6544  1.6574  1.6392  1.5967
  87  1.540423  3.9143  4.0541  1.1822  1.9383  1.8967  1.8589  1.7874  1.8100  1.7610  1.7160  1.6030  1.6346  1.6368  1.6185  1.5757
  88  1.544398  3.9134  4.0448  1.1890  1.9225  1.8802  1.8417  1.7694  1.7924  1.7426  1.6970  1.5837  1.6152  1.6165  1.5981  1.5549
  89  1.548233  3.9124  4.0354  1.1955  1.9073  1.8643  1.8250  1.7519  1.7753  1.7248  1.6784  1.5646  1.5961  1.5964  1.5779  1.5345
  90  1.551953  3.9114  4.0260  1.2018  1.8930  1.8490  1.8090  1.7349  1.7588  1.7074  1.6603  1.5460  1.5774  1.5767  1.5581  1.5143
  91  1.555547  3.9103  4.0164  1.2079  1.8794  1.8345  1.7936  1.7185  1.7428  1.6905  1.6426  1.5277  1.5591  1.5573  1.5386  1.4944
  92  1.559033  3.9091  4.0067  1.2139  1.8663  1.8205  1.7787  1.7024  1.7272  1.6739  1.6252  1.5096  1.5409  1.5381  1.5192  1.4746
  93  1.562451  3.9078  3.9968  1.2196  1.8539  1.8069  1.7642  1.6867  1.7120  1.6577  1.6079  1.4916  1.5230  1.5189  1.4998  1.4549
  94  1.565818  3.9065  3.9866  1.2253  1.8419  1.7938  1.7499  1.6711  1.6971  1.6416  1.5908  1.4737  1.5051  1.4996  1.4804  1.4351
  95  1.569156  3.9051  3.9763  1.2309  1.8301  1.7807  1.7359  1.6557  1.6822  1.6255  1.5737  1.4558  1.4872  1.4803  1.4610  1.4152
  96  1.572485  3.9036  3.9657  1.2366  1.8185  1.7678  1.7218  1.6403  1.6674  1.6095  1.5566  1.4379  1.4693  1.4609  1.4414  1.3952
  97  1.575814  3.9020  3.9548  1.2422  1.8069  1.7550  1.7078  1.6248  1.6526  1.5934  1.5394  1.4199  1.4512  1.4413  1.4216  1.3750
  98  1.579187  3.9004  3.9437  1.2478  1.7955  1.7422  1.6937  1.6093  1.6378  1.5772  1.5220  1.4019  1.4331  1.4214  1.4016  1.3545
  99  1.582621  3.8988  3.9324  1.2535  1.7841  1.7293  1.6796  1.5937  1.6228  1.5609  1.5045  1.3836  1.4148  1.4013  1.3813  1.3338
 100  1.586063  3.8971  3.9207  1.2594  1.7724  1.7162  1.6651  1.5777  1.6076  1.5443  1.4866  1.3650  1.3960  1.3807  1.3606  1.3126
 101  1.589573  3.8954  3.9089  1.2654  1.7606  1.7029  1.6505  1.5615  1.5921  1.5274  1.4685  1.3460  1.3770  1.3599  1.3395  1.2910
 102  1.593175  3.8937  3.8969  1.2715  1.7484  1.6892  1.6355  1.5449  1.5762  1.5100  1.4499  1.3266  1.3576  1.3385  1.3181  1.2691
 103  1.596829  3.8920  3.8848  1.2779  1.7357  1.6750  1.6200  1.5277  1.5598  1.4922  1.4308  1.3067  1.3377  1.3168  1.2962  1.2467
 104  1.600547  3.8904  3.8727  1.2846  1.7221  1.6600  1.6038  1.5100  1.5428  1.4738  1.4112  1.2863  1.3173  1.2946  1.2738  1.2239
 105  1.604401  3.8889  3.8607  1.2918  1.7071  1.6437  1.5865  1.4912  1.5246  1.4544  1.3908  1.2651  1.2961  1.2718  1.2508  1.2004
 106  1.608345  3.8877  3.8492  1.2994  1.6904  1.6259  1.5678  1.4714  1.5053  1.4341  1.3696  1.2432  1.2743  1.2487  1.2276  1.1767
 107  1.612198  3.8870  3.8393  1.3074  1.6716  1.6065  1.5479  1.4508  1.4850  1.4132  1.3482  1.2214  1.2526  1.2262  1.2050  1.1539
 108  1.615749  3.8869  3.8317  1.3155  1.6511  1.5860  1.5274  1.4304  1.4646  1.3927  1.3277  1.2007  1.2321  1.2058  1.1845  1.1332
 109  1.618750  3.8875  3.8274  1.3232  1.6299  1.5655  1.5075  1.4112  1.4450  1.3739  1.3094  1.1826  1.2141  1.1887  1.1674  1.1161
 110  1.621095  3.8888  3.8264  1.3302  1.6088  1.5458  1.4889  1.3941  1.4273  1.3574  1.2941  1.1677  1.1993  1.1758  1.1545  1.1034
 111  1.622867  3.8907  3.8280  1.3364  1.5885  1.5273  1.4719  1.3792  1.4114  1.3433  1.2814  1.1557  1.1876  1.1665  1.1453  1.0945
 112  1.623116  3.8910  3.8284  1.3374  1.5852  1.5244  1.4692  1.3769  1.4090  1.3411  1.2796  1.1540  1.1859  1.1652  1.1440  1.0933
 113  1.623365  3.8915  3.8292  1.3385  1.5815  1.5210  1.4662  1.3743  1.4062  1.3388  1.2776  1.1522  1.1841  1.1640  1.1429  1.0922
 114  1.623614  3.8919  3.8298  1.3395  1.5779  1.5179  1.4634  1.3719  1.4036  1.3366  1.2757  1.1504  1.1824  1.1628  1.1416  1.0910
 115  1.623862  3.8923  3.8303  1.3406  1.5744  1.5148  1.4606  1.3695  1.4011  1.3344  1.2738  1.1487  1.1807  1.1615  1.1404  1.0899
 116  1.624110  3.8927  3.8311  1.3417  1.5706  1.5114  1.4576  1.3670  1.3983  1.3320  1.2718  1.1469  1.1789  1.1604  1.1393  1.0888
 117  1.624358  3.8933  3.8322  1.3429  1.5662  1.5075  1.4542  1.3642  1.3953  1.3295  1.2697  1.1450  1.1772  1.1593  1.1382  1.0879
 118  1.624605  3.8938  3.8332  1.3441  1.5621  1.5039  1.4510  1.3615  1.3923  1.3271  1.2677  1.1432  1.1754  1.1582  1.1372  1.0869
 119  1.624852  3.8943  3.8342  1.3453  1.5578  1.5002  1.4477  1.3588  1.3894  1.3246  1.2657  1.1413  1.1736  1.1571  1.1361  1.0859
 120  1.625098  3.8950  3.8356  1.3466  1.5528  1.4959  1.4440  1.3558  1.3860  1.3218  1.2635  1.1394  1.1718  1.1561  1.1351  1.0850
 121  1.625344  3.8957  3.8370  1.3480  1.5480  1.4916  1.4403  1.3528  1.3827  1.3192  1.2613  1.1375  1.1700  1.1551  1.1341  1.0841
 122  1.625589  3.8964  3.8384  1.3493  1.5431  1.4874  1.4366  1.3498  1.3794  1.3164  1.2591  1.1356  1.1681  1.1541  1.1332  1.0833
 123  1.625833  3.8972  3.8403  1.3509  1.5373  1.4824  1.4323  1.3464  1.3756  1.3134  1.2567  1.1335  1.1662  1.1531  1.1323  1.0825
 124  1.626076  3.8980  3.8421  1.3525  1.5316  1.4775  1.4282  1.3431  1.3719  1.3104  1.2544  1.1315  1.1643  1.1522  1.1314  1.0818
 125  1.626317  3.8989  3.8441  1.3541  1.5254  1.4722  1.4236  1.3394  1.3678  1.3072  1.2520  1.1293  1.1623  1.1513  1.1306  1.0811
 126  1.626556  3.9000  3.8466  1.3561  1.5182  1.4660  1.4184  1.3353  1.3632  1.3036  1.2492  1.1270  1.1601  1.1505  1.1298  1.0805
 127  1.626793  3.9011  3.8492  1.3580  1.5110  1.4599  1.4133  1.3313  1.3586  1.3000  1.2466  1.1247  1.1580  1.1497  1.1291  1.0800
 128  1.627028  3.9024  3.8523  1.3602  1.5030  1.4532  1.4076  1.3269  1.3536  1.2962  1.2438  1.1224  1.1559  1.1492  1.1285  1.0796
 129  1.627259  3.9038  3.8555  1.3624  1.4946  1.4460  1.4016  1.3224  1.3484  1.2922  1.2409  1.1201  1.1537  1.1486  1.1281  1.0794
 130  1.627487  3.9053  3.8592  1.3649  1.4853  1.4382  1.3951  1.3175  1.3428  1.2880  1.2379  1.1178  1.1515  1.1482  1.1277  1.0793
 131  1.627709  3.9069  3.8631  1.3675  1.4753  1.4298  1.3882  1.3123  1.3369  1.2835  1.2348  1.1154  1.1494  1.1479  1.1275  1.0794
 132  1.627926  3.9087  3.8675  1.3704  1.4641  1.4205  1.3805  1.3067  1.3304  1.2788  1.2316  1.1131  1.1472  1.1478  1.1275  1.0797
 133  1.628132  3.9107  3.8723  1.3736  1.4516  1.4102  1.3722  1.3007  1.3233  1.2736  1.2282  1.1106  1.1449  1.1477  1.1275  1.0800
 134  1.628326  3.9129  3.8774  1.3773  1.4375  1.3986  1.3629  1.2940  1.3155  1.2679  1.2244  1.1077  1.1424  1.1476  1.1275  1.0802
 135  1.628507  3.9152  3.8829  1.3812  1.4221  1.3861  1.3531  1.2870  1.3071  1.2619  1.2205  1.1045  1.1398  1.1477  1.1276  1.0806
 136  1.628676  3.9177  3.8887  1.3854  1.4058  1.3729  1.3429  1.2797  1.2985  1.2557  1.2166  1.1010  1.1371  1.1480  1.1279  1.0810
 137  1.628829  3.9203  3.8947  1.3899  1.3891  1.3594  1.3325  1.2723  1.2895  1.2492  1.2125  1.0971  1.1341  1.1482  1.1281  1.0812
 138  1.628966  3.9230  3.9006  1.3947  1.3724  1.3458  1.3220  1.2646  1.2803  1.2425  1.2080  1.0927  1.1306  1.1480  1.1279  1.0811
 139  1.629085  3.9257  3.9063  1.3998  1.3562  1.3325  1.3114  1.2567  1.2711  1.2355  1.2032  1.0883  1.1268  1.1473  1.1272  1.0808
 140  1.629188  3.9284  3.9118  1.4052  1.3409  1.3197  1.3008  1.2489  1.2620  1.2285  1.1982  1.0840  1.1228  1.1460  1.1261  1.0803
 141  1.629277  3.9310  3.9168  1.4107  1.3264  1.3074  1.2902  1.2409  1.2530  1.2213  1.1927  1.0800  1.1184  1.1440  1.1245  1.0795
 142  1.629355  3.9336  3.9214  1.4164  1.3124  1.2954  1.2796  1.2327  1.2438  1.2137  1.1868  1.0755  1.1137  1.1415  1.1223  1.0781
 143  1.629425  3.9361  3.9256  1.4221  1.2987  1.2836  1.2692  1.2244  1.2346  1.2061  1.1808  1.0707  1.1086  1.1386  1.1197  1.0765
 144  1.629490  3.9385  3.9296  1.4279  1.2853  1.2719  1.2589  1.2161  1.2254  1.1984  1.1746  1.0657  1.1033  1.1354  1.1168  1.0744
 145  1.629570  3.9409  3.9335  1.4336  1.2729  1.2612  1.2494  1.2085  1.2170  1.1914  1.1689  1.0610  1.0984  1.1326  1.1143  1.0727
 146  1.629639  3.9419  3.9358  1.4354  1.2693  1.2583  1.2469  1.2068  1.2150  1.1899  1.1679  1.0605  1.0978  1.1329  1.1147  1.0735
 147  1.629706  3.9411  3.9371  1.4309  1.2801  1.2684  1.2566  1.2158  1.2243  1.1987  1.1763  1.0686  1.1059  1.1402  1.1220  1.0806
 148  1.629734  3.9395  3.9366  1.4247  1.2945  1.2816  1.2688  1.2266  1.2357  1.2091  1.1856  1.0773  1.1147  1.1475  1.1291  1.0872
 149  1.629758  3.9376  3.9352  1.4186  1.3090  1.2946  1.2807  1.2369  1.2467  1.2190  1.1944  1.0852  1.1228  1.1539  1.1353  1.0927
 150  1.629783  3.9354  3.9324  1.4125  1.3233  1.3073  1.2921  1.2465  1.2571  1.2280  1.2020  1.0918  1.1296  1.1588  1.1399  1.0966
 151  1.629817  3.9324  3.9261  1.4069  1.3368  1.3185  1.3017  1.2534  1.2651  1.2341  1.2063  1.0945  1.1326  1.1592  1.1399  1.0956
 152  1.629859  3.9289  3.9147  1.4045  1.3425  1.3216  1.3030  1.2515  1.2645  1.2313  1.2013  1.0874  1.1261  1.1498  1.1300  1.0843
 153  1.629910  3.9248  3.8981  1.4046  1.3446  1.3202  1.2985  1.2431  1.2579  1.2217  1.1888  1.0736  1.1121  1.1316  1.1115  1.0647
 154  1.629959  3.9214  3.8794  1.4098  1.3353  1.3076  1.2827  1.2242  1.2405  1.2016  1.1662  1.0505  1.0883  1.1041  1.0837  1.0364
 155  1.630005  3.9190  3.8637  1.4157  1.3244  1.2940  1.2664  1.2055  1.2231  1.1821  1.1446  1.0287  1.0657  1.0788  1.0583  1.0107
 156  1.630058  3.9165  3.8480  1.4216  1.3145  1.2812  1.2507  1.1872  1.2061  1.1628  1.1233  1.0068  1.0433  1.0535  1.0330  0.9851
 157  1.630124  3.9138  3.8314  1.4272  1.3063  1.2697  1.2360  1.1694  1.1898  1.1439  1.1019  0.9846  1.0205  1.0279  1.0072  0.9589
 158  1.630210  3.9107  3.8138  1.4324  1.2999  1.2597  1.2226  1.1523  1.1744  1.1255  1.0809  0.9621  0.9976  1.0018  0.9810  0.9321
 159  1.630318  3.9072  3.7954  1.4371  1.2951  1.2512  1.2108  1.1367  1.1604  1.1084  1.0608  0.9403  0.9756  0.9762  0.9552  0.9055
 160  1.630450  3.9036  3.7767  1.4412  1.2917  1.2444  1.2009  1.1229  1.1484  1.0931  1.0426  0.9202  0.9553  0.9521  0.9307  0.8802
 161  1.630605  3.8999  3.7586  1.4447  1.2901  1.2393  1.1927  1.1111  1.1383  1.0797  1.0264  0.9024  0.9372  0.9298  0.9082  0.8570
 162  1.630975  3.8931  3.7267  1.4496  1.2918  1.2346  1.1825  1.0941  1.1244  1.0599  1.0012  0.8744  0.9085  0.8932  0.8712  0.8186
 163  1.631411  3.8868  3.6979  1.4530  1.2977  1.2345  1.1772  1.0823  1.1155  1.0452  0.9816  0.8520  0.8858  0.8628  0.8404  0.7864
 164  1.631882  3.8809  3.6720  1.4554  1.3061  1.2371  1.1752  1.0740  1.1100  1.0343  0.9661  0.8338  0.8675  0.8372  0.8144  0.7591
 165  1.632366  3.8752  3.6478  1.4572  1.3159  1.2415  1.1752  1.0681  1.1067  1.0259  0.9534  0.8183  0.8518  0.8147  0.7914  0.7348
 166  1.632852  3.8697  3.6243  1.4586  1.3274  1.2476  1.1769  1.0638  1.1050  1.0191  0.9423  0.8043  0.8378  0.7939  0.7701  0.7120
 167  1.633331  3.8640  3.6008  1.4596  1.3409  1.2553  1.1802  1.0607  1.1047  1.0135  0.9323  0.7913  0.8246  0.7740  0.7497  0.6901
 168  1.633801  3.8582  3.5769  1.4603  1.3565  1.2648  1.1850  1.0589  1.1057  1.0090  0.9233  0.7792  0.8125  0.7548  0.7300  0.6686
